,ROUTE_NUMBER,ROUTE_NAME,DIRECTION_NAME,DIRECTION_NAME_ALT,SERVICE_CODE,SERVICE_TYPE,SERVICE_CLASS,SERVICE_MODE,SORT_ORDER,STOP_ID,STOP,TRAVEL_DIRECTION,TIMEPOINT,CITY,COUNTY,TAZ,CENSUS_TRACT,AVG_DWELL_TIME,AVG_SEGMENT_MILES,AVG_PASSENGER_MILES,AVG_PASSENGERS_ON,AVG_PASSENGERS_OFF,AVG_VEHICLE_SEATS,AVG_LOAD,MAX_LOAD,MAX_LOAD_P,AVG_WHEELCHAIR,AVG_BICYCLE,AVG_KNEEL,AVG_SERVICED,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,SUM_VEHICLE_SEATS,SUM_LOAD,SUM_PASSENGER_MILES,SUM_WHEELCHAIR,SUM_FON,SUM_FOFF,SUM_RON,SUM_ROFF,SUM_BICYCLE,SUM_KNEEL,AVG_LOAD_P,TRIPS_EARLY,TRIPS_LATE,TRIPS_ONTIME,Latitude,Longitude_x,SUM_TRAFFIC_PRIORITY,LAT_ACTUAL,LON_ACTUAL,LOAD_DURATION_ALT,LOAD_DURATION,ONTIME,STOP_KEY,TRIPS_COUNT,TRIPS_GROSS,ACTUAL_DIST,stop_id,stop_code,stop_name,Longitude_y
10,1.4,Route #1 am HC:1,INBOUND,,Route #1,,,Bus,560,127,33RD/TEEN CHALLENGE,E,0,,,,,0.0,0.1057656,0.35219017090000004,0,0,30.0,5,17,0.53125,0,0,0,0.0,0,0,4720.0,836,88.42004159999999,0,0,0,0,0,0,0,17.0,0.0,0.0,0.0,35.01647,-85.319037,0,35.016472,-85.319038,0.0,0.0,0.0,,156,156,1.0,127,127,33RD + TEEN CHALLENGE,-85.31904
11,1.4,Route #1 am HC:1,INBOUND,,Route #1,,,Bus,660,138,S MARKET/19TH,N,0,,,,,0.054871794870000004,0.21518879999999999,0.7517021173,0,0,30.0,5,16,0.5,0,0,0,0.294,33,38,4720.0,877,188.72057759999998,0,33,18,0,19,0,0,18.0,0.0,0.0,0.0,35.032270000000004,-85.308545,0,35.03229363,-85.30854882,0.0,0.0,0.0,,156,156,9.0,138,138,S MARKET + 19TH,-85.30855
12,4.0,Route #4,INBOUND,,Route #4,,,Bus,1040,138,S MARKET/19TH,N,0,,,,,0.2727272727,0.21518879999999999,0.4497589532,0,0,30.0,3,9,0.28125,0,0,0,0.18100000000000002,4,3,336.0,37,7.9619856,0,4,3,0,0,0,0,11.0,0.0,0.0,0.0,35.032270000000004,-85.308545,0,35.03224227,-85.30855282,0.0,0.0,0.0,,11,11,10.0,138,138,S MARKET + 19TH,-85.30855
13,1.4,Route #1 am HC:1,INBOUND,,Route #1,,,Bus,720,143,MARKET/SPS,N,0,,,,,2.759455782,0.105156,0.2898455711,0,1,30.0,4,14,0.4375,0,0,0,0.5379999999999999,124,226,4720.0,692,72.76795200000001,3,120,157,4,24,0,0,14.0,0.0,0.0,0.0,35.0386,-85.30743299999999,0,35.0387467,-85.30741972,0.0,0.0,0.0,,156,156,54.0,143,143,MARKET + SPS,-85.30743000000001
14,4.0,Route #4,INBOUND,,Route #4,,,Bus,1090,143,MARKET/SPS,N,0,,,,,0.9909090909,0.105156,0.1960227273,0,0,30.0,3,9,0.28125,0,0,0,0.18100000000000002,2,3,336.0,33,3.4701480000000005,0,4,6,1,1,0,0,9.0,0.0,0.0,0.0,35.0386,-85.30743299999999,0,35.03860236,-85.30742845,0.0,0.0,0.0,,11,11,2.0,143,143,MARKET + SPS,-85.30743000000001
15,9.0,Route #9,INBOUND,,Route #9,,,Bus,620,143,MARKET/SPS,N,0,,,,,1.3808490569999998,0.105156,0.3785063473,0,0,30.0,5,25,0.78125,0,0,0,0.387,40,101,3358.0,643,67.615308,2,37,57,3,13,0,0,19.0,0.0,0.0,0.0,35.0386,-85.30743299999999,0,35.03867727,-85.30742764,0.0053235053240000005,0.0,0.0,,111,111,28.0,143,143,MARKET + SPS,-85.30743000000001
16,21.0,Route #21,INBOUND,,Route #21,,,Bus,180,143,MARKET/SPS,N,0,,,,,2.1122891569999998,0.105156,0.2345012626,0,1,31.0,3,10,0.3125,0,0,0,0.522,75,108,2836.0,323,33.965388,2,66,88,9,13,0,0,11.0,0.0,0.0,0.0,35.0386,-85.30743299999999,0,35.03869816,-85.30742707,0.0,0.0,0.0,,90,90,36.0,143,143,MARKET + SPS,-85.30743000000001
17,33.0,Route #DTS:33,OUTYBOUND,,Route #DTS,,,Bus,20,143,MARKET/SPS,N,0,,,,,,0.105156,0.028314393939999998,0,0,22.0,0,8,0.3636363636,0,0,0,0.1,13,0,264.0,13,1.3670280000000001,0,13,4,0,0,0,0,4.0,0.0,0.0,0.0,35.0386,-85.30743299999999,0,35.038601,-85.307434,0.0,0.0,0.0,,30,30,0.0,143,143,MARKET + SPS,-85.30743000000001
18,34.0,Route #34,OUTBOUND,,Route #34,,,Bus,20,143,MARKET/SPS,N,0,,,,,,0.105156,0.0,0,0,,0,0,,0,0,0,0.0,0,0,,0,0.0,0,0,0,0,0,0,0,,0.0,0.0,0.0,35.0386,-85.30743299999999,0,35.038601,-85.307434,0.0,0.0,0.0,,4,4,0.0,143,143,MARKET + SPS,-85.30743000000001
19,1.4,Route #1 am HC:1,INBOUND,,Route #1,,,Bus,770,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.0,0.0896112,0.197027972,0,0,30.0,3,9,0.28125,0,0,0,0.076,0,1,392.0,46,4.1221152000000005,0,0,1,0,0,0,0,11.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.042881,-85.309105,0.0,0.0,0.0,,13,13,1.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
20,2.0,Route #2,OUTBOUND,,Route #2,,,Bus,60,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.0,0.0896112,-0.01856060606,0,0,32.0,0,0,0.0,0,0,0,0.0,0,0,96.0,-1,-0.0896112,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.042881,-85.309105,0.0,0.0,0.0,,3,3,1.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
21,4.0,Route #4,INBOUND,,Route #4,,,Bus,1130,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.0,0.0896112,0.05568181818,0,0,30.0,1,3,0.1,0,0,0,0.0,0,0,120.0,4,0.3584448,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.042881,-85.309105,0.0,0.0,0.0,,4,4,1.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
22,9.0,Route #9,INBOUND,,Route #9,,,Bus,670,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.007857142857,0.0896112,0.2617045455,0,0,30.0,4,13,0.43333333329999996,0,0,0,0.166,0,14,900.0,141,12.635179199999998,0,0,8,0,6,0,0,15.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.04290061,-85.309111,0.0,0.0,0.0,,30,30,8.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
23,10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,70,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.0,0.0896112,0.19352827050000002,0,0,30.0,3,10,0.3125,0,0,0,0.0,0,0,2482.0,285,25.539192,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.042881,-85.309105,0.0,0.0,0.0,,82,82,1.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
24,10.6,Route #10C,OUTBOUND,,Route #10,,,Bus,80,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.0,0.0896112,0.08178267045,0,0,30.0,1,5,0.15625,0,0,0,0.031,1,1,964.0,47,4.2117264,0,1,1,0,0,0,0,4.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.042881,-85.309105,0.0,0.0,0.0,,32,32,1.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
25,10.9,Route #10G 58:10G,OUTBOUND,,Route #10,,,Bus,70,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.0,0.0896112,0.1344318182,0,0,30.0,2,6,0.1875,0,0,0,0.0,0,0,2128.0,169,15.144292800000002,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.042881,-85.309105,0.0,0.0,0.0,,70,70,1.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
26,16.4,Route #16 In:16,OUTBOUND,,Route #16,,,Bus,80,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.003142857143,0.0896112,0.1690702479,0,0,30.0,3,10,0.3125,0,0,0,0.027000000000000003,3,0,3340.0,334,29.9301408,0,1,0,0,0,0,0,10.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.04287696,-85.30910536,0.0,0.0,0.0,,110,110,1.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
27,19.0,Route #19,INBOUND,,Route #19,,,Bus,1080,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.7866666667000001,0.0896112,0.05011363636,0,0,30.0,0,4,0.1333333333,0,0,0,0.0,0,0,300.0,9,0.8065008,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.04294122,-85.30911856,0.0,0.0,0.0,,10,10,23.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
28,33.0,Route #DTS:33,OUTYBOUND,,Route #DTS,,,Bus,80,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.0725698324,0.0896112,0.2309835423,0,0,22.0,4,22,1.0,0,0,0,0.19399999999999998,42,247,5434.0,2406,215.6045472,0,42,273,0,0,0,0,44.0,0.0,0.0,0.0,35.04288,-85.309102,0,35.04286697,-85.30911234,0.0069872958259999994,0.000998185118,0.0,,580,580,6.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
29,34.0,Route #34,OUTBOUND,,Route #34,,,Bus,60,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0.04,0.0896112,-0.013920454550000001,0,0,,0,0,,0,0,0,0.25,0,1,,-1,-0.0896112,0,0,2,0,0,0,0,,0.0,0.0,0.0,35.04288,-85.309102,0,35.04289133,-85.309115,0.0,0.0,0.0,,4,4,6.0,1560,1560,MARKET + WAREHOUSE ROW,-85.3091
30,1.4,Route #1 am HC:1,INBOUND,,Route #1,,,Bus,830,166,MARKET/5TH,N,0,,,,,0.0,0.1609344,0.1307692308,0,0,30.0,1,5,0.15625,0,0,0,0.0,0,0,392.0,17,2.7358848,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05072,-85.309448,0.0,0.0,0.0,,13,13,1.0,166,166,MARKET + 5TH,-85.30945
31,1.4,Route #1 am HC:1,INBOUND,,Route #1,,,Bus,830,166,MARKET/5TH,N,0,,,,,0.0,0.1609344,0.1307692308,0,0,30.0,1,5,0.15625,0,0,0,0.0,0,0,392.0,17,2.7358848,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05072,-85.309448,0.0,0.0,0.0,,13,13,1.0,259,259,ROANOKE + COOLEY,-85.26576
32,2.0,Route #2,OUTBOUND,,Route #2,,,Bus,130,166,MARKET/5TH,N,0,,,,,0.06706896552,3.0077664,1.9656086730000002,0,1,31.0,1,5,0.15625,0,0,0,0.568,28,58,1848.0,61,183.4737504,8,28,45,0,14,0,0,3.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05074517,-85.30946847,0.0,0.0,0.0,,58,58,10.0,166,166,MARKET + 5TH,-85.30945
33,2.0,Route #2,OUTBOUND,,Route #2,,,Bus,130,166,MARKET/5TH,N,0,,,,,0.06706896552,3.0077664,1.9656086730000002,0,1,31.0,1,5,0.15625,0,0,0,0.568,28,58,1848.0,61,183.4737504,8,28,45,0,14,0,0,3.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05074517,-85.30946847,0.0,0.0,0.0,,58,58,10.0,259,259,ROANOKE + COOLEY,-85.26576
34,4.0,Route #4,INBOUND,,Route #4,,,Bus,1360,166,MARKET/5TH,N,0,,,,,0.005,0.1609344,0.1,0,0,30.0,1,3,0.1,0,0,0,0.0,0,0,120.0,4,0.6437376,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.050742,-85.3094785,0.0,0.0,0.0,,4,4,11.0,166,166,MARKET + 5TH,-85.30945
35,4.0,Route #4,INBOUND,,Route #4,,,Bus,1360,166,MARKET/5TH,N,0,,,,,0.005,0.1609344,0.1,0,0,30.0,1,3,0.1,0,0,0,0.0,0,0,120.0,4,0.6437376,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.050742,-85.3094785,0.0,0.0,0.0,,4,4,11.0,259,259,ROANOKE + COOLEY,-85.26576
36,9.0,Route #9,INBOUND,,Route #9,,,Bus,730,166,MARKET/5TH,N,0,,,,,0.05208333333000001,0.1609344,0.20666666670000003,0,0,30.0,2,6,0.2,0,0,0,0.266,2,8,900.0,62,9.977932800000001,0,2,9,0,1,0,0,6.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05095429,-85.30947221,0.0,0.0,0.0,,30,30,86.0,166,166,MARKET + 5TH,-85.30945
37,9.0,Route #9,INBOUND,,Route #9,,,Bus,730,166,MARKET/5TH,N,0,,,,,0.05208333333000001,0.1609344,0.20666666670000003,0,0,30.0,2,6,0.2,0,0,0,0.266,2,8,900.0,62,9.977932800000001,0,2,9,0,1,0,0,6.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05095429,-85.30947221,0.0,0.0,0.0,,30,30,86.0,259,259,ROANOKE + COOLEY,-85.26576
38,10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,130,166,MARKET/5TH,N,0,,,,,0.1528947368,0.1609344,0.5317073171,0,0,30.0,5,16,0.5,0,0,0,0.426,38,24,2482.0,436,70.16739840000001,0,38,14,0,12,0,0,17.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05078143,-85.30947703,0.0,0.0,0.0,,82,82,24.0,166,166,MARKET + 5TH,-85.30945
39,10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,130,166,MARKET/5TH,N,0,,,,,0.1528947368,0.1609344,0.5317073171,0,0,30.0,5,16,0.5,0,0,0,0.426,38,24,2482.0,436,70.16739840000001,0,38,14,0,12,0,0,17.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05078143,-85.30947703,0.0,0.0,0.0,,82,82,24.0,259,259,ROANOKE + COOLEY,-85.26576
40,10.6,Route #10C,OUTBOUND,,Route #10,,,Bus,140,166,MARKET/5TH,N,0,,,,,0.114,0.1609344,0.196875,0,0,30.0,1,9,0.28125,0,0,0,0.156,4,3,964.0,63,10.1388672,0,4,2,0,2,0,0,6.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.050863,-85.3094842,0.0,0.0,0.0,,32,32,53.0,166,166,MARKET + 5TH,-85.30945
41,10.6,Route #10C,OUTBOUND,,Route #10,,,Bus,140,166,MARKET/5TH,N,0,,,,,0.114,0.1609344,0.196875,0,0,30.0,1,9,0.28125,0,0,0,0.156,4,3,964.0,63,10.1388672,0,4,2,0,2,0,0,6.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.050863,-85.3094842,0.0,0.0,0.0,,32,32,53.0,259,259,ROANOKE + COOLEY,-85.26576
42,10.9,Route #10G 58:10G,OUTBOUND,,Route #10,,,Bus,130,166,MARKET/5TH,N,0,,,,,0.1050793651,0.1609344,0.34,0,0,30.0,3,10,0.3125,0,0,0,0.271,18,21,2128.0,238,38.302387200000005,1,18,9,0,12,0,0,11.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05075162,-85.30947159,0.0,0.0,0.0,,70,70,13.0,166,166,MARKET + 5TH,-85.30945
43,10.9,Route #10G 58:10G,OUTBOUND,,Route #10,,,Bus,130,166,MARKET/5TH,N,0,,,,,0.1050793651,0.1609344,0.34,0,0,30.0,3,10,0.3125,0,0,0,0.271,18,21,2128.0,238,38.302387200000005,1,18,9,0,12,0,0,11.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05075162,-85.30947159,0.0,0.0,0.0,,70,70,13.0,259,259,ROANOKE + COOLEY,-85.26576
44,13.0,Route #13,INBOUND,,Route #13,,,Bus,730,166,MARKET/5TH,N,0,,,,,0.04375,0.43708320000000006,0.5771306818,0,0,30.0,2,5,0.1666666667,0,0,0,0.375,0,4,240.0,17,7.4304144,0,0,4,0,0,0,0,7.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05074675,-85.30947188,0.0,0.0,0.0,,8,8,11.0,166,166,MARKET + 5TH,-85.30945
45,13.0,Route #13,INBOUND,,Route #13,,,Bus,730,166,MARKET/5TH,N,0,,,,,0.04375,0.43708320000000006,0.5771306818,0,0,30.0,2,5,0.1666666667,0,0,0,0.375,0,4,240.0,17,7.4304144,0,0,4,0,0,0,0,7.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05074675,-85.30947188,0.0,0.0,0.0,,8,8,11.0,259,259,ROANOKE + COOLEY,-85.26576
46,16.4,Route #16 In:16,OUTBOUND,,Route #16,,,Bus,140,166,MARKET/5TH,N,0,,,,,0.09028037383,0.19779303269999998,0.4661673554,0,0,30.0,4,12,0.375,0,0,0,0.254,35,21,3340.0,454,82.5246,1,35,16,0,11,0,0,13.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05074986,-85.30947157,0.0,0.0,0.0,,110,110,12.0,166,166,MARKET + 5TH,-85.30945
47,16.4,Route #16 In:16,OUTBOUND,,Route #16,,,Bus,140,166,MARKET/5TH,N,0,,,,,0.09028037383,0.19779303269999998,0.4661673554,0,0,30.0,4,12,0.375,0,0,0,0.254,35,21,3340.0,454,82.5246,1,35,16,0,11,0,0,13.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05074986,-85.30947157,0.0,0.0,0.0,,110,110,12.0,259,259,ROANOKE + COOLEY,-85.26576
48,19.0,Route #19,OUTBOUND,,Route #19,,,Bus,60,166,MARKET/5TH,N,0,,,,,0.0415,0.1609344,0.52,0,0,30.0,5,12,0.4,0,0,0,0.1,1,7,600.0,104,16.7371776,0,1,4,0,0,0,0,17.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.0507414,-85.3094595,0.0,0.0,0.0,,20,20,8.0,166,166,MARKET + 5TH,-85.30945
49,19.0,Route #19,OUTBOUND,,Route #19,,,Bus,60,166,MARKET/5TH,N,0,,,,,0.0415,0.1609344,0.52,0,0,30.0,5,12,0.4,0,0,0,0.1,1,7,600.0,104,16.7371776,0,1,4,0,0,0,0,17.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.0507414,-85.3094595,0.0,0.0,0.0,,20,20,8.0,259,259,ROANOKE + COOLEY,-85.26576
50,21.0,Route #21,INBOUND,,Route #21,,,Bus,280,166,MARKET/5TH,N,0,,,,,0.0525,0.1609344,0.25,0,0,31.0,2,5,0.15625,0,0,0,0.125,2,0,248.0,20,3.218688,0,2,0,0,0,0,0,8.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.050732,-85.30945475,0.0,0.0,0.0,,8,8,4.0,166,166,MARKET + 5TH,-85.30945
51,21.0,Route #21,INBOUND,,Route #21,,,Bus,280,166,MARKET/5TH,N,0,,,,,0.0525,0.1609344,0.25,0,0,31.0,2,5,0.15625,0,0,0,0.125,2,0,248.0,20,3.218688,0,2,0,0,0,0,0,8.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.050732,-85.30945475,0.0,0.0,0.0,,8,8,4.0,259,259,ROANOKE + COOLEY,-85.26576
52,21.0,Route #21,OUTBOUND,,Route #21,,,Bus,140,166,MARKET/5TH,N,0,,,,,,0.20452079999999997,0.2943829114,0,0,31.0,2,11,0.34375,0,0,0,0.075,20,0,2498.0,183,37.4273064,1,18,1,0,0,0,0,7.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05052086,-85.30948927,0.0,0.0,0.0,,79,79,74.0,166,166,MARKET + 5TH,-85.30945
53,21.0,Route #21,OUTBOUND,,Route #21,,,Bus,140,166,MARKET/5TH,N,0,,,,,,0.20452079999999997,0.2943829114,0,0,31.0,2,11,0.34375,0,0,0,0.075,20,0,2498.0,183,37.4273064,1,18,1,0,0,0,0,7.0,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05052086,-85.30948927,0.0,0.0,0.0,,79,79,74.0,259,259,ROANOKE + COOLEY,-85.26576
54,34.0,Route #34,OUTBOUND,,Route #34,,,Bus,120,166,MARKET/5TH,N,0,,,,,0.0,0.6288024,0.0,0,0,,0,1,,0,0,0,0.0,0,0,,0,0.0,0,0,0,0,0,0,0,,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05072,-85.309448,0.0,0.0,0.0,,4,4,1.0,166,166,MARKET + 5TH,-85.30945
55,34.0,Route #34,OUTBOUND,,Route #34,,,Bus,120,166,MARKET/5TH,N,0,,,,,0.0,0.6288024,0.0,0,0,,0,1,,0,0,0,0.0,0,0,,0,0.0,0,0,0,0,0,0,0,,0.0,0.0,0.0,35.05072,-85.30945200000001,0,35.05072,-85.309448,0.0,0.0,0.0,,4,4,1.0,259,259,ROANOKE + COOLEY,-85.26576
56,1.4,Route #1 am HC:1,INBOUND,,Route #1,,,Bus,880,172,4TH/HOUSTON,E,0,,,,,0.0,2.1470112,1.641958042,0,0,30.0,1,5,0.15625,0,0,0,0.076,0,1,392.0,16,34.3521792,0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,13,13,1.0,172,172,4TH + HOUSTON,-85.30189
57,4.0,Route #4,INBOUND,,Route #4,,,Bus,1410,172,4TH/HOUSTON,E,0,,,,,0.0,2.1470112,1.3340909090000002,0,0,30.0,1,3,0.1,0,0,0,0.0,0,0,120.0,4,8.5880448,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,4,4,1.0,172,172,4TH + HOUSTON,-85.30189
58,9.0,Route #9,INBOUND,,Route #9,,,Bus,780,172,4TH/HOUSTON,E,0,,,,,0.002592592593,2.1470112,2.445833333,0,0,30.0,1,5,0.1666666667,0,0,0,0.1,0,4,900.0,55,118.08561599999999,0,0,4,0,0,0,0,6.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.05130567,-85.30188741,0.0,0.0,0.0,,30,30,2.0,172,172,4TH + HOUSTON,-85.30189
59,10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,180,172,4TH/HOUSTON,E,0,,,,,0.0062962962959999995,0.1804416,0.6070953437,0,0,30.0,5,16,0.5,0,0,0,0.109,4,6,2482.0,444,80.1160704,0,4,3,0,3,0,0,17.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.05129628,-85.30185744,0.0,0.0,0.0,,82,82,8.0,172,172,4TH + HOUSTON,-85.30189
60,10.6,Route #10C,OUTBOUND,,Route #10,,,Bus,190,172,4TH/HOUSTON,E,0,,,,,0.0,0.1804416,0.3889204545,0,0,30.0,3,10,0.3125,0,0,0,0.062,2,0,964.0,111,20.0290176,0,2,0,0,0,0,0,11.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,32,32,1.0,172,172,4TH + HOUSTON,-85.30189
61,10.9,Route #10G 58:10G,INBOUND,,Route #10,,,Bus,1110,172,4TH/HOUSTON,E,0,,,,,0.00125,2.1470112,3.76684492,0,0,30.0,2,5,0.15625,0,0,0,0.11699999999999999,1,2,514.0,48,103.0565376,0,1,2,0,0,0,0,9.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.05130069,-85.30187556,0.0,0.0,0.0,,17,17,3.0,172,172,4TH + HOUSTON,-85.30189
62,10.9,Route #10G 58:10G,OUTBOUND,,Route #10,,,Bus,180,172,4TH/HOUSTON,E,0,,,,,0.001,0.1804416,0.40683982679999997,0,0,30.0,3,10,0.3125,0,0,0,0.013999999999999999,0,1,2128.0,254,45.8321664,0,0,0,0,1,0,0,11.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.05130163,-85.3018869,0.0,0.0,0.0,,70,70,1.0,172,172,4TH + HOUSTON,-85.30189
63,13.0,Route #13,INBOUND,,Route #13,,,Bus,770,172,4TH/HOUSTON,E,0,,,,,0.0,2.1470112,2.834943182,0,0,30.0,2,5,0.1666666667,0,0,0,0.0,0,0,240.0,17,36.499190399999996,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,8,8,1.0,172,172,4TH + HOUSTON,-85.30189
64,15.0,Route #15,INBOUND,,Route #15,,,Bus,350,172,4TH/HOUSTON,E,0,,,,,0.0,2.1470112,3.001704545,0,0,30.0,2,4,0.1333333333,0,0,0,0.0,0,0,120.0,9,19.3231008,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,4,4,1.0,172,172,4TH + HOUSTON,-85.30189
65,19.0,Route #19,OUTBOUND,,Route #19,,,Bus,120,172,4TH/HOUSTON,E,0,,,,,0.0075,0.5635751999999999,1.785965909,0,0,30.0,5,12,0.4,0,0,0,0.15,0,3,600.0,102,57.484670400000006,0,0,3,0,0,0,0,17.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.05130495,-85.3018838,0.0,0.0,0.0,,20,20,2.0,172,172,4TH + HOUSTON,-85.30189
66,21.0,Route #21,INBOUND,,Route #21,,,Bus,330,172,4TH/HOUSTON,E,0,,,,,0.0,2.1470112,3.335227273,0,0,31.0,2,5,0.15625,0,0,0,0.0,0,0,248.0,20,42.940224,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,8,8,1.0,172,172,4TH + HOUSTON,-85.30189
67,28.0,Route #28,INBOUND,,Route #28,Special,,Bus,280,172,4TH/HOUSTON,E,0,,,,,0.0,2.0881848,3.676357323,0,0,30.0,2,4,0.1333333333,0,0,0,0.0,0,0,180.0,17,35.4991416,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,6,6,1.0,172,172,4TH + HOUSTON,-85.30189
68,28.0,Route #28,OUTBOUND,,Route #28,Special,,Bus,220,172,4TH/HOUSTON,E,0,,,,,0.0,2.0881848,4.3251262630000005,0,0,30.0,3,8,0.2666666667,0,0,0,0.0,0,0,180.0,20,41.763696,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,35.0513,-85.301885,0,35.0513,-85.301888,0.0,0.0,0.0,,6,6,1.0,172,172,4TH + HOUSTON,-85.30189
69,1.4,Route #1 am HC:1,OUTBOUND,,Route #1,,,Bus,110,100133,Mkt 4th,X,-1,,,,,1.176428571,,,0,0,30.0,1,5,0.15625,0,0,0,0.0,0,0,4058.0,255,,0,0,0,0,0,0,0,6.0,1.0,5.0,126.0,35.052659999999996,-85.309722,0,35.05143595,-85.3097343,0.004592422503,0.0,0.955,,134,134,447.0,1351,1351,MARKET + 4TH,-85.30972
70,4.0,Route #4,INBOUND,,Route #4,,,Bus,1220,100133,Mkt 4th,X,-1,,,,,1.8968181819999999,,,0,0,30.0,2,11,0.34375,0,0,0,0.0,0,0,5688.0,550,,0,0,0,0,0,0,0,9.0,5.0,21.0,154.0,35.052659999999996,-85.309722,0,35.05216526,-85.30865013,0.009655199873,0.0,0.856,,184,184,368.0,1351,1351,MARKET + 4TH,-85.30972
