the_geom,Name,Descriptio
"MULTILINESTRING ((-85.26863 35.05611, -85.268745 35.05593, -85.26889249999994 35.05569, -85.269195 35.05561, -85.269525 35.05565, -85.2698325 35.055697500000065, -85.27024249999994 35.055787500000065, -85.270565 35.0559, -85.27084 35.05602, -85.27114249999994 35.056171875000075, -85.27161 35.056462500000066, -85.27194 35.056625, -85.272235 35.056767500000035, -85.272595 35.056955, -85.27288 35.057095, -85.27316 35.057245, -85.27345687499997 35.05738929700004, -85.273985 35.057627500000024, -85.274315 35.0578, -85.27457 35.057925, -85.27486 35.058075, -85.27511 35.0582, -85.275365 35.058325, -85.27567249999998 35.05846125000005, -85.276045 35.05828, -85.276255 35.05809, -85.27649 35.057885, -85.27672 35.05769, -85.276915 35.05753, -85.277175 35.05733125000006, -85.2775325 35.05709250000007, -85.27782 35.056925, -85.278085 35.056795, -85.278325 35.056685, -85.2786275 35.056565, -85.27896749999996 35.05644250000006, -85.27935749999995 35.05630750000006, -85.27973249999997 35.05617750000005, -85.280115 35.056045, -85.280425 35.055945, -85.28075800499994 35.05584817300007, -85.281395 35.05561, -85.281705 35.055505, -85.282015 35.0554, -85.28230249999996 35.05530250000004, -85.282665 35.055175, -85.282975 35.05507, -85.28328 35.054965, -85.28359 35.054855, -85.283895 35.05475, -85.28419078099995 35.054665156000056, -85.284835 35.054495, -85.28509749999995 35.0544, -85.28537343699998 35.054288437000025, -85.28584 35.05403, -85.28608749999995 35.05386250000004, -85.286405 35.053655, -85.286645 35.05349, -85.286885 35.053335, -85.28713 35.05317, -85.287355 35.05302, -85.28759749999995 35.05286250000006, -85.28789124999997 35.052703750000035, -85.28825249999994 35.052555, -85.28859249999994 35.05245750000006, -85.28895124999997 35.052387500000066, -85.2894 35.05235, -85.28971 35.05235, -85.29 35.05235, -85.29033 35.05235, -85.29063 35.05235, -85.29094749999996 35.05235, -85.29133 35.05235, -85.291665 35.05235, -85.29199749999998 35.05235, -85.29234 35.05235, -85.292675 35.05234, -85.29297749999995 35.05234, -85.293355 35.05234, -85.2937 35.05234, -85.29404249999999 35.05232625000008, -85.294495 35.05227375000004, -85.2948975 35.05219250000005, -85.2952 35.052105, -85.295495 35.05199, -85.29578 35.051885, -85.296155 35.05174, -85.29647 35.05160875000007, -85.29681749999997 35.05148, -85.29709093799994 35.051403906000075, -85.2977 35.05134, -85.29797749999994 35.05136, -85.298505 35.051457500000026, -85.298875 35.051565, -85.299135 35.05165, -85.299445 35.05175, -85.299845 35.051875, -85.300155 35.051975, -85.30047249999996 35.05207750000005, -85.3008125 35.05218750000006, -85.30116749999996 35.052315, -85.30151 35.052445, -85.301815 35.05256, -85.302115 35.05267, -85.30242249999998 35.05278750000008, -85.3026875 35.05266750000004, -85.30285749999996 35.052355, -85.303045 35.05200750000006, -85.303195 35.051735, -85.30334249999999 35.05147, -85.303505 35.051175, -85.30365749999999 35.05090375000003, -85.303845 35.050575, -85.303985 35.050325, -85.304125 35.050075, -85.304265 35.04983, -85.304405 35.04958, -85.30454 35.049335, -85.30468749999994 35.049055, -85.30486 35.04873, -85.30499 35.04848, -85.30516 35.048175, -85.305305 35.04793, -85.30544253899996 35.04768585900007, -85.30594 35.04697, -85.30609749999996 35.04669, -85.306245 35.046425, -85.30639249999996 35.04617250000007, -85.306545 35.045905, -85.306715 35.045595, -85.30686375 35.045322500000054, -85.307075 35.04494, -85.30720874999997 35.04470250000003, -85.30743249999995 35.04430250000007, -85.30762 35.04399250000006, -85.30779 35.04369, -85.30793124999997 35.04343250000005, -85.30816624999994 35.043074844000046, -85.30821562499995 35.04256593700006, -85.30838 35.042195, -85.308675 35.042, -85.30890749999998 35.042147500000056, -85.30908 35.04248250000006, -85.309215 35.042765, -85.309205 35.043095, -85.30923 35.0434, -85.30928 35.043715, -85.30928 35.04409, -85.309295 35.04441, -85.30931 35.044715, -85.30931 35.045037500000035, -85.309325 35.0454, -85.30931 35.04571, -85.30931749999996 35.045995, -85.30931 35.04629, -85.30935 35.04658, -85.30936 35.04691, -85.30936 35.047272500000076, -85.309465 35.04769, -85.30945 35.04804, -85.30946 35.04831, -85.309475 35.04867, -85.30948 35.04897, -85.30951249999998 35.049295, -85.309565 35.04972, -85.30957 35.050025, -85.30958 35.050365, -85.309585 35.05068750000004, -85.309555 35.051055, -85.30954 35.05136, -85.30951 35.05168, -85.30948624999996 35.05202250000008, -85.309245 35.052235, -85.30893 35.05225, -85.30867 35.05226, -85.30847 35.05227, -85.30824 35.05227, -85.30796 35.05228, -85.307545 35.052265, -85.30724 35.05224, -85.30704 35.05222, -85.30676 35.052185, -85.30642 35.05214, -85.30614 35.05212, -85.30573374999994 35.052105, -85.3052 35.052065, -85.30489 35.05208, -85.30468 35.05208, -85.30448 35.05208, -85.30419 35.05207, -85.30391 35.05203, -85.30363 35.05197, -85.30343 35.0519, -85.30324749999994 35.05181750000003, -85.30307 35.05169, -85.30272 35.05154, -85.30243 35.05142, -85.30219 35.05132, -85.301905 35.051295, -85.301625 35.05123, -85.3013 35.05112, -85.30104 35.05103, -85.30077 35.05093, -85.30052 35.05083, -85.30023 35.05072, -85.29994 35.05064, -85.299605 35.05056, -85.2993 35.05047, -85.29904 35.05045, -85.29879 35.05047, -85.29853 35.05057, -85.29826 35.05065, -85.29799 35.05069, -85.29771 35.05064, -85.29742 35.05054, -85.29715 35.05045, -85.29691 35.05037, -85.29665 35.050265, -85.29628 35.050125, -85.295935 35.04999, -85.29556 35.04985, -85.29526 35.04974, -85.294885 35.0496, -85.29459749999995 35.04949250000004, -85.29421 35.04935, -85.29396 35.04918, -85.29378 35.04906, -85.293555 35.048905, -85.29328249999998 35.04875, -85.29281 35.048575, -85.29247 35.04845, -85.29217 35.048325, -85.291785 35.04822, -85.29149 35.04811, -85.29128 35.04803, -85.29108 35.04795, -85.290835 35.04785250000003, -85.29045 35.04766, -85.29012 35.04754, -85.28987 35.04744, -85.2896 35.04734, -85.28933 35.04724, -85.28908 35.04714, -85.28885 35.04706, -85.28864 35.046975, -85.28836 35.04687, -85.28817 35.0468, -85.28796 35.04673, -85.28774 35.04664, -85.28749 35.04655, -85.28728 35.04648, -85.28703249999995 35.04638, -85.28658 35.04622, -85.28631 35.04612, -85.28602 35.04602, -85.285785 35.04593, -85.28544 35.04581, -85.2851 35.04568, -85.28483 35.04558, -85.28457 35.045485, -85.284205 35.04535, -85.283845 35.04521, -85.283455 35.04507, -85.28316 35.04496, -85.28297 35.04489, -85.282695 35.044785, -85.2824 35.04468, -85.28221 35.04461, -85.28193 35.044515, -85.28161 35.04439, -85.28124 35.04426, -85.28102 35.04417, -85.280795 35.044065, -85.28039 35.043895, -85.28006 35.04377, -85.27982 35.04368, -85.279475 35.04355, -85.27916 35.04343, -85.278815 35.043315, -85.27847 35.04318, -85.27822 35.043085, -85.27792 35.04301, -85.27762 35.0429, -85.27739 35.04282, -85.27715 35.04275, -85.276875 35.04265, -85.27657 35.04254, -85.27634 35.04246, -85.27609 35.04236, -85.275835 35.04227, -85.27548 35.04214, -85.275095 35.042005, -85.27476 35.041875, -85.27439 35.04174, -85.27412 35.04163, -85.27391 35.04155, -85.273675 35.04146, -85.27335 35.04136, -85.27301 35.04125, -85.27277 35.04116, -85.272425 35.04105, -85.272085 35.04095, -85.27181 35.04115, -85.27162749999997 35.04144875000003, -85.27136 35.04191, -85.27123 35.0422, -85.27111 35.04241, -85.27101 35.042675, -85.27087749999998 35.04296, -85.270725 35.04332, -85.27057 35.04361, -85.27041 35.04388, -85.27025 35.0442, -85.27009 35.04449, -85.26992 35.044715, -85.26976 35.04507, -85.2696 35.04532, -85.26945249999994 35.04558750000007, -85.26931 35.04598, -85.26918 35.04625, -85.26903 35.04649, -85.2689 35.04676, -85.26873 35.047065, -85.26858 35.047345, -85.268405 35.04769, -85.26827 35.04797, -85.26813749999997 35.04818, -85.26796 35.04851, -85.26782 35.04877, -85.2677 35.04896, -85.26755 35.04913, -85.26735 35.04924, -85.26711 35.04931, -85.26682 35.04934, -85.2666 35.0494, -85.26636 35.04949, -85.26619 35.04963, -85.26604 35.04981, -85.26593 35.05001, -85.26576749999998 35.05026, -85.26559 35.05059, -85.26544 35.05086, -85.26533 35.05108, -85.2652 35.0513, -85.26509 35.05152, -85.26498 35.05171, -85.264865 35.051925, -85.26471 35.05224, -85.26458 35.0525, -85.26449 35.0527, -85.26434 35.05291, -85.26425 35.05311, -85.26414 35.05329, -85.26402 35.053505, -85.263835 35.053825, -85.26369 35.05409, -85.26358 35.0543, -85.26345 35.05452, -85.26334 35.05475, -85.26321 35.05495, -85.26312 35.05514, -85.262995 35.055345, -85.26279 35.055745, -85.26266 35.05601, -85.26255 35.05618, -85.262425 35.056405, -85.262245 35.05672, -85.26208 35.057035, -85.26191 35.05734, -85.261745 35.057645, -85.26157 35.05795, -85.261405 35.05827, -85.26124 35.058575, -85.261075 35.05888, -85.260905 35.059175, -85.26073 35.0595, -85.260545 35.05981, -85.26039 35.06012, -85.26023 35.06042, -85.26006 35.060725, -85.259895 35.061035, -85.25974 35.061355, -85.25957 35.061645, -85.2594 35.061955, -85.25922 35.06218, -85.258975 35.062335, -85.258615 35.06248, -85.25832 35.06258, -85.25812 35.06263, -85.257845 35.06272, -85.257465 35.06285, -85.25709 35.062965, -85.2568 35.06305, -85.2566 35.06311, -85.25631 35.063205, -85.25602 35.06329, -85.255745 35.063375, -85.25545 35.06346, -85.255155 35.063555, -85.25482 35.06371, -85.25458 35.06405, -85.2544 35.06434, -85.25427 35.0646, -85.25416 35.06483, -85.25403 35.06507, -85.2539 35.06532, -85.25376 35.06555, -85.25365 35.06575, -85.25351749999999 35.065985, -85.25336 35.06627, -85.25326 35.06645, -85.25315 35.06665, -85.25306 35.06686, -85.25296 35.06705, -85.252825 35.06726, -85.25268 35.067525, -85.25253 35.06783, -85.25237 35.06809, -85.252245 35.06832, -85.252075 35.06866, -85.25193 35.06892, -85.25182 35.06909, -85.25168749999995 35.06934250000006, -85.251515 35.06967, -85.25137 35.06992, -85.25126 35.0701, -85.25117 35.07028, -85.25104 35.070505, -85.25088 35.07081, -85.25074 35.07107, -85.25064 35.07126, -85.25055 35.07144))",,
"MULTILINESTRING ((-85.30864 35.04168, -85.30864 35.04195, -85.30876 35.04217, -85.3089 35.042445, -85.3090525 35.042765, -85.309205 35.043095, -85.30923 35.0434, -85.30928 35.043715, -85.30928 35.04409, -85.309295 35.04441, -85.30931 35.044715, -85.30931 35.045037500000035, -85.309325 35.0454, -85.30931 35.04571, -85.30931749999996 35.045995, -85.30931 35.04629, -85.30935 35.04658, -85.30936 35.04691, -85.30936 35.047272500000076, -85.309465 35.04769, -85.30945 35.04804, -85.30946 35.04831, -85.309475 35.04867, -85.30948 35.04897, -85.30951249999998 35.049295, -85.309565 35.04972, -85.30957 35.050025, -85.30958 35.050365, -85.309585 35.05068750000004, -85.309555 35.051055, -85.30954 35.05136, -85.30951 35.05168, -85.30948624999996 35.05202250000008, -85.309245 35.052235, -85.30893 35.05225, -85.30867 35.05226, -85.30847 35.05227, -85.30824 35.05227, -85.30796 35.05228, -85.307545 35.052265, -85.30724 35.05224, -85.30704 35.05222, -85.30676 35.052185, -85.30642 35.05214, -85.30614 35.05212, -85.30573374999994 35.052105, -85.3052 35.052065, -85.30489 35.05208, -85.30468 35.05208, -85.30448 35.05208, -85.30419 35.05207, -85.30391 35.05203, -85.30363 35.05197, -85.30343 35.0519, -85.30324749999994 35.05181750000003, -85.30307 35.05169, -85.30272 35.05154, -85.30243 35.05142, -85.30219 35.05132, -85.301905 35.051295, -85.301625 35.05123, -85.3013 35.05112, -85.30104 35.05103, -85.30077 35.05093, -85.30052 35.05083, -85.30023 35.05072, -85.29994 35.05064, -85.299605 35.05056, -85.2993 35.05047, -85.29904 35.05045, -85.29879 35.05047, -85.29853 35.05057, -85.29826 35.05065, -85.29799 35.05069, -85.29771 35.05064, -85.29742 35.05054, -85.29715 35.05045, -85.29691 35.05037, -85.29665 35.050265, -85.29628 35.050125, -85.295935 35.04999, -85.29556 35.04985, -85.29526 35.04974, -85.294885 35.0496, -85.29459749999995 35.04949250000004, -85.29421 35.04935, -85.29396 35.04918, -85.29378 35.04906, -85.293555 35.048905, -85.29328249999998 35.04875, -85.29281 35.048575, -85.29247 35.04845, -85.29217 35.048325, -85.291785 35.04822, -85.29149 35.04811, -85.29128 35.04803, -85.29108 35.04795, -85.290835 35.04785250000003, -85.29045 35.04766, -85.29012 35.04754, -85.28987 35.04744, -85.2896 35.04734, -85.28933 35.04724, -85.28908 35.04714, -85.28885 35.04706, -85.28864 35.046975, -85.28836 35.04687, -85.28817 35.0468, -85.28796 35.04673, -85.28774 35.04664, -85.28749 35.04655, -85.28728 35.04648, -85.28703249999995 35.04638, -85.28658 35.04622, -85.28631 35.04612, -85.28602 35.04602, -85.285785 35.04593, -85.28544 35.04581, -85.2851 35.04568, -85.28483 35.04558, -85.28457 35.045485, -85.284205 35.04535, -85.283845 35.04521, -85.283455 35.04507, -85.28316 35.04496, -85.28297 35.04489, -85.282695 35.044785, -85.2824 35.04468, -85.28221 35.04461, -85.28193 35.044515, -85.28161 35.04439, -85.28124 35.04426, -85.28102 35.04417, -85.280795 35.044065, -85.28039 35.043895, -85.28006 35.04377, -85.27982 35.04368, -85.279475 35.04355, -85.27916 35.04343, -85.278815 35.043315, -85.27847 35.04318, -85.27822 35.043085, -85.27792 35.04301, -85.27762 35.0429, -85.27739 35.04282, -85.27715 35.04275, -85.276875 35.04265, -85.27657 35.04254, -85.27634 35.04246, -85.27609 35.04236, -85.275835 35.04227, -85.27548 35.04214, -85.275095 35.042005, -85.27476 35.041875, -85.27439 35.04174, -85.27412 35.04163, -85.27391 35.04155, -85.273675 35.04146, -85.27335 35.04136, -85.27301 35.04125, -85.27277 35.04116, -85.272425 35.04105, -85.272085 35.04095, -85.27181 35.04115, -85.27162749999997 35.04144875000003, -85.27136 35.04191, -85.27123 35.0422, -85.27111 35.04241, -85.27101 35.042675, -85.27087749999998 35.04296, -85.270725 35.04332, -85.27057 35.04361, -85.27041 35.04388, -85.27025 35.0442, -85.27009 35.04449, -85.26992 35.044715, -85.26976 35.04507, -85.2696 35.04532, -85.26945249999994 35.04558750000007, -85.26931 35.04598, -85.26918 35.04625, -85.26903 35.04649, -85.2689 35.04676, -85.26873 35.047065, -85.26858 35.047345, -85.268405 35.04769, -85.26827 35.04797, -85.26813749999997 35.04818, -85.26796 35.04851, -85.26782 35.04877, -85.2677 35.04896, -85.26755 35.04913, -85.26735 35.04924, -85.26711 35.04931, -85.26682 35.04934, -85.2666 35.0494, -85.26636 35.04949, -85.26619 35.04963, -85.26604 35.04981, -85.26593 35.05001, -85.26576749999998 35.05026, -85.26559 35.05059, -85.26544 35.05086, -85.26533 35.05108, -85.2652 35.0513, -85.26509 35.05152, -85.26498 35.05171, -85.264865 35.051925, -85.26471 35.05224, -85.26458 35.0525, -85.26449 35.0527, -85.26434 35.05291, -85.26425 35.05311, -85.26414 35.05329, -85.26402 35.053505, -85.263835 35.053825, -85.26369 35.05409, -85.26358 35.0543, -85.26345 35.05452, -85.26334 35.05475, -85.26321 35.05495, -85.26312 35.05514, -85.262995 35.055345, -85.26279 35.055745, -85.26266 35.05601, -85.26255 35.05618, -85.262425 35.056405, -85.262245 35.05672, -85.26208 35.057035, -85.26191 35.05734, -85.261745 35.057645, -85.26157 35.05795, -85.261405 35.05827, -85.26124 35.058575, -85.261075 35.05888, -85.260905 35.059175, -85.26073 35.0595, -85.260545 35.05981, -85.26039 35.06012, -85.26023 35.06042, -85.26006 35.060725, -85.259895 35.061035, -85.25974 35.061355, -85.25957 35.061645, -85.2594 35.061955, -85.25922 35.06218, -85.258975 35.062335, -85.258615 35.06248, -85.25832 35.06258, -85.25812 35.06263, -85.257845 35.06272, -85.257465 35.06285, -85.25709 35.062965, -85.2568 35.06305, -85.2566 35.06311, -85.25631 35.063205, -85.25602 35.06329, -85.255745 35.063375, -85.25545 35.06346, -85.255155 35.063555, -85.25482 35.06371, -85.25458 35.06405, -85.2544 35.06434, -85.25427 35.0646, -85.25416 35.06483, -85.25403 35.06507, -85.2539 35.06532, -85.25376 35.06555, -85.25365 35.06575, -85.25351749999999 35.065985, -85.25336 35.06627, -85.25326 35.06645, -85.25315 35.06665, -85.25306 35.06686, -85.25296 35.06705, -85.252825 35.06726, -85.25268 35.067525, -85.25253 35.06783, -85.25237 35.06809, -85.252245 35.06832, -85.252075 35.06866, -85.25193 35.06892, -85.25182 35.06909, -85.25168749999995 35.06934250000006, -85.251515 35.06967, -85.25137 35.06992, -85.25126 35.0701, -85.25117 35.07028, -85.25104 35.070505, -85.25088 35.07081, -85.25074 35.07107, -85.25064 35.07126, -85.25055 35.07144))",,
"MULTILINESTRING ((-85.30864 35.04168, -85.30864 35.04195, -85.30876 35.04217, -85.3089 35.042445, -85.3090525 35.042765, -85.309205 35.043095, -85.30923 35.0434, -85.30928 35.043715, -85.30928 35.04409, -85.309295 35.04441, -85.30931 35.044715, -85.30931 35.045037500000035, -85.309325 35.0454, -85.30931 35.04571, -85.30931749999996 35.045995, -85.30931 35.04629, -85.30935 35.04658, -85.30936 35.04691, -85.30936 35.047272500000076, -85.309465 35.04769, -85.30945 35.04804, -85.30946 35.04831, -85.309475 35.04867, -85.30948 35.04897, -85.30951249999998 35.049295, -85.309565 35.04972, -85.30957 35.050025, -85.30958 35.050365, -85.309585 35.05068750000004, -85.309555 35.051055, -85.30954 35.05136, -85.30951 35.05168, -85.30948624999996 35.05202250000008, -85.309245 35.052235, -85.30893 35.05225, -85.30867 35.05226, -85.30847 35.05227, -85.30824 35.05227, -85.30796 35.05228, -85.307545 35.052265, -85.30724 35.05224, -85.30704 35.05222, -85.30676 35.052185, -85.30642 35.05214, -85.30614 35.05212, -85.30573374999994 35.052105, -85.3052 35.052065, -85.30489 35.05208, -85.30468 35.05208, -85.30448 35.05208, -85.30419 35.05207, -85.30391 35.05203, -85.30363 35.05197, -85.30343 35.0519, -85.30324749999994 35.05181750000003, -85.30307 35.05169, -85.30272 35.05154, -85.30243 35.05142, -85.30219 35.05132, -85.301905 35.051295, -85.301625 35.05123, -85.3013 35.05112, -85.30104 35.05103, -85.30077 35.05093, -85.30052 35.05083, -85.30023 35.05072, -85.29994 35.050615, -85.29966 35.05051, -85.29945 35.05045, -85.29922 35.05041, -85.29891 35.05043, -85.29866 35.0505, -85.29841 35.05061, -85.29812 35.05067, -85.29785 35.05065, -85.29755 35.05057, -85.29728 35.05045, -85.29701 35.05035, -85.29678 35.05026, -85.29648 35.05016, -85.29619 35.050072500000056, -85.29591 35.05004, -85.2956 35.049925, -85.295305 35.04979, -85.294885 35.0496, -85.29459749999995 35.04949250000004, -85.29421 35.04935, -85.29396 35.04918, -85.29378 35.04906, -85.293555 35.048905, -85.29328249999998 35.04875, -85.29281 35.048575, -85.29247 35.04845, -85.29217 35.048325, -85.291785 35.04822, -85.29149 35.04811, -85.29128 35.04803, -85.29108 35.04795, -85.290835 35.04785250000003, -85.29045 35.04766, -85.29012 35.04754, -85.28987 35.04744, -85.2896 35.04734, -85.28933 35.04724, -85.28908 35.04714, -85.28885 35.04706, -85.28864 35.046975, -85.28836 35.04687, -85.28817 35.0468, -85.28796 35.04673, -85.28774 35.04664, -85.28749 35.04655, -85.28728 35.04648, -85.28703249999995 35.04638, -85.28658 35.04622, -85.28631 35.04612, -85.28602 35.04602, -85.285785 35.04593, -85.28544 35.04581, -85.2851 35.04568, -85.28483 35.04558, -85.28457 35.045485, -85.284205 35.04535, -85.283845 35.04521, -85.283455 35.04507, -85.28316 35.04496, -85.28297 35.04489, -85.282695 35.044785, -85.2824 35.04468, -85.28221 35.04461, -85.28193 35.044515, -85.28161 35.04439, -85.28124 35.04426, -85.28102 35.04417, -85.280795 35.044065, -85.28039 35.043895, -85.28006 35.04377, -85.27982 35.04368, -85.279475 35.04355, -85.27916 35.04343, -85.278815 35.043315, -85.27847 35.04318, -85.27822 35.043085, -85.27792 35.04301, -85.27762 35.0429, -85.27739 35.04282, -85.27715 35.04275, -85.276875 35.04265, -85.27657 35.04254, -85.27634 35.04246, -85.27609 35.04236, -85.275835 35.04227, -85.27548 35.04214, -85.275095 35.042005, -85.27476 35.041875, -85.27439 35.04174, -85.27412 35.04163, -85.27391 35.04155, -85.273675 35.04146, -85.27335 35.04136, -85.27301 35.04125, -85.27277 35.04116, -85.272425 35.04105, -85.272085 35.04095, -85.27181 35.04115, -85.27162749999997 35.04144875000003, -85.27136 35.04191, -85.27123 35.0422, -85.27111 35.04241, -85.27101 35.042675, -85.27087749999998 35.04296, -85.270725 35.04332, -85.27057 35.04361, -85.27041 35.04388, -85.27025 35.0442, -85.27009 35.04449, -85.26992 35.044715, -85.26976 35.04507, -85.2696 35.04532, -85.26945249999994 35.04558750000007, -85.26931 35.04598, -85.26918 35.04625, -85.26903 35.04649, -85.2689 35.04676, -85.26873 35.047065, -85.26858 35.047345, -85.268405 35.04769, -85.26827 35.04797, -85.26813749999997 35.04818, -85.26796 35.04851, -85.26782 35.04877, -85.2677 35.04896, -85.26755 35.04913, -85.26735 35.04924, -85.26711 35.04931, -85.26682 35.04934, -85.2666 35.0494, -85.26636 35.04949, -85.26619 35.04963, -85.26604 35.04981, -85.26593 35.05001, -85.26581 35.05018, -85.26569374999997 35.050375, -85.26542 35.050795, -85.26525 35.05109250000004, -85.26493 35.05113, -85.26469 35.05105, -85.26444 35.05095, -85.26418 35.05085, -85.26381 35.05071, -85.2635 35.050595, -85.263175 35.05048, -85.26283 35.05035, -85.262525 35.050215, -85.26222 35.05017, -85.26201 35.050425, -85.26184 35.050805, -85.26199 35.05104, -85.26225 35.05113, -85.2626 35.051265, -85.26291 35.05138, -85.263215 35.051505, -85.26358 35.05163, -85.26387749999998 35.05175250000008, -85.26418 35.05197, -85.26441 35.052055, -85.264655 35.052215, -85.264535 35.052515, -85.26439 35.05279, -85.26428 35.05299, -85.26413 35.053265, -85.26397 35.053555, -85.263835 35.053825, -85.26369 35.05409, -85.26358 35.0543, -85.26345 35.05452, -85.26334 35.05475, -85.26321 35.05495, -85.26312 35.05514, -85.262995 35.055345, -85.26279 35.055745, -85.26266 35.05601, -85.26255 35.05618, -85.262425 35.056405, -85.262245 35.05672, -85.26208 35.057035, -85.26191 35.05734, -85.261745 35.057645, -85.26157 35.05795, -85.261405 35.05827, -85.26124 35.058575, -85.261075 35.05888, -85.260905 35.059175, -85.26073 35.0595, -85.260545 35.05981, -85.26039 35.06012, -85.26023 35.06042, -85.26006 35.060725, -85.259895 35.061035, -85.25974 35.061355, -85.25957 35.061645, -85.2594 35.061955, -85.25922 35.06218, -85.258975 35.062335, -85.258615 35.06248, -85.25832 35.06258, -85.25812 35.06263, -85.257845 35.06272, -85.257465 35.06285, -85.25709 35.062965, -85.2568 35.06305, -85.2566 35.06311, -85.25631 35.063205, -85.25602 35.06329, -85.255745 35.063375, -85.25545 35.06346, -85.255155 35.063555, -85.25482 35.06371, -85.25458 35.06405, -85.2544 35.06434, -85.25427 35.0646, -85.25416 35.06483, -85.25403 35.06507, -85.2539 35.06532, -85.25376 35.06555, -85.25365 35.06575, -85.25351749999999 35.065985, -85.25336 35.06627, -85.25326 35.06645, -85.25315 35.06665, -85.25306 35.06686, -85.25296 35.06705, -85.252825 35.06726, -85.25268 35.067525, -85.25253 35.06783, -85.25237 35.06809, -85.252245 35.06832, -85.252075 35.06866, -85.25193 35.06892, -85.25182 35.06909, -85.25168749999995 35.06934250000006, -85.251515 35.06967, -85.25137 35.06992, -85.25126 35.0701, -85.25117 35.07028, -85.25104 35.070505, -85.25088 35.07081, -85.25074 35.07107, -85.25064 35.07126, -85.25055 35.07144))",,
