ROUTE_NUMBER,ROUTE_NAME,DIRECTION_NAME,DIRECTION_NAME_ALT,SERVICE_CODE,SERVICE_TYPE,SERVICE_CLASS,SERVICE_MODE,SORT_ORDER,STOP_ID,STOP,TRAVEL_DIRECTION,TIMEPOINT,CITY,COUNTY,TAZ,CENSUS_TRACT,AVG_DWELL_TIME,AVG_SEGMENT_MILES,AVG_PASSENGER_MILES,AVG_PASSENGERS_ON,AVG_PASSENGERS_OFF,AVG_VEHICLE_SEATS,AVG_LOAD,MAX_LOAD,MAX_LOAD_P,AVG_WHEELCHAIR,AVG_BICYCLE,AVG_KNEEL,AVG_SERVICED,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,SUM_VEHICLE_SEATS,SUM_LOAD,SUM_PASSENGER_MILES,SUM_WHEELCHAIR,SUM_FON,SUM_FOFF,SUM_RON,SUM_ROFF,SUM_BICYCLE,SUM_KNEEL,AVG_LOAD_P,TRIPS_EARLY,TRIPS_LATE,TRIPS_ONTIME,Latitude,Longitude,SUM_TRAFFIC_PRIORITY,LAT_ACTUAL,LON_ACTUAL,LOAD_DURATION_ALT,LOAD_DURATION,ONTIME,STOP_KEY,TRIPS_COUNT,TRIPS_GROSS,ACTUAL_DIST
8,Route #8,INBOUND,,Route #8,,,Bus,370,100252,ShalMoo,X,-1,,,,,0.1828846154,,,0,0,30,1,5,0.1666666667,0,0,0,0,0,0,1560,101,,0,0,0,0,0,0,0,6,,,,35.043108,-85.220089,0,35.04287148,-85.21933369,0,0,,,52,52,242
8,Route #8,INBOUND,,Route #8,,,Bus,380,632,SHALLOWFORD/NORTH MOORE,W,0,,,,,0.015,0.742188,0.904611014,0,0,30,1,5,0.1666666667,0,0,0,0.019,1,0,1560,102,75.703176,0,1,0,0,0,0,0,6,0,0,0,35.043397,-85.219155,0,35.04337655,-85.21917615,0,0,0,,52,52,10
8,Route #8,INBOUND,,Route #8,,,Bus,390,1836,NORTH MOORE/SHAWHAN,S,0,,,,,0,0.702564,0.8479203089,0,0,30,1,5,0.1666666667,0,0,0,0.019,0,1,1560,101,70.958964,0,0,1,0,0,0,0,6,0,0,0,35.0378,-85.219538,0,35.0378,-85.219536,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,400,1835,SHAWHAN/SHALLOWFORD ROAD,W,0,,,,,0,0.7443216,0.9072115385,0,0,30,1,5,0.1666666667,0,0,0,0.057,2,1,1560,102,75.9208032,0,2,1,0,0,0,0,6,0,0,0,35.040219,-85.226425,0,35.040218,-85.226425,0,0,0,,52,52,0
8,Route #8,INBOUND,,Route #8,,,Bus,410,1834,EASTWOOD MANOR,W,0,,,,,0,0.3361944,0.4097683566,0,0,30,1,5,0.1666666667,0,0,0,0,0,0,1560,102,34.2918288,0,0,0,0,0,0,0,6,0,0,0,35.043208,-85.224739,0,35.043209,-85.224739,0,0,0,,52,52,0
8,Route #8,INBOUND,,Route #8,,,Bus,420,671,WILCOX/DALEWOOD,W,0,,,,,0.003269230769,0.3462528,0.4427156177,0,0,30,2,7,0.2333333333,0,0,0,0.076,5,0,1560,107,37.0490496,0,5,0,0,0,0,0,6,0,0,0,35.043833,-85.228247,0,35.04383412,-85.228249,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,430,672,WILCOX/JEANAGA,W,0,,,,,0,0.1883664,0.2430944056,0,0,30,2,7,0.2333333333,0,0,0,0.019,1,0,1560,108,20.3435712,0,1,0,0,0,0,0,6,0,0,0,35.045128,-85.231647,0,35.045128,-85.231644,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,440,673,WILCOX/DOGWOOD,W,0,,,,,0,0.2685288,0.3465472028,0,0,30,2,7,0.2333333333,0,0,0,0,0,0,1560,108,29.0011104,0,0,0,0,0,0,0,6,0,0,0,35.046102,-85.233332,0,35.046101,-85.23333,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,450,675,WILCOX/PARKWAY,W,0,,,,,0.004230769231,0.2749296,0.3712339744,0,0,30,2,8,0.2666666667,0,0,0,0.076,5,0,1560,113,31.0670448,0,5,0,0,0,0,0,7,0,0,0,35.047017,-85.235938,0,35.047013,-85.23596863,0,0,0,,52,52,9
8,Route #8,INBOUND,,Route #8,,,Bus,460,1844,TUNNEL BLVD/JONES,S,0,,,,,0,0.1405128,0.1897326632,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1560,113,15.8779464,0,0,0,0,0,0,0,7,0,0,0,35.045794,-85.237682,0,35.045795,-85.237679,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,470,1070,TUNNEL BLVD/GAY,S,0,,,,,0,0.1225296,0.1654501748,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1560,113,13.8458448,0,0,0,0,0,0,0,7,0,0,0,35.044588,-85.237815,0,35.044586,-85.237816,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,480,1071,TUNNEL BLVD/THROUGH,S,0,,,,,0.001346153846,0.12192,0.1660839161,0,0,30,2,8,0.2666666667,0,0,0,0.019,1,0,1560,114,13.89888,0,1,0,0,0,0,0,7,0,0,0,35.043535,-85.238068,0,35.04353154,-85.23806813,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,490,1072,TUNNEL BLVD/HOYT,S,0,,,,,0.06538461538,0.1374648,0.1987580128,0,0,30,2,8,0.2666666667,0,0,0,0.096,7,0,1560,121,16.6332408,0,7,0,0,0,0,0,7,0,0,0,35.042538,-85.238625,0,35.04252896,-85.23862627,0,0,0,,52,52,3
8,Route #8,INBOUND,,Route #8,,,Bus,500,1073,TUNNEL BLVD/LASALLE,S,0,,,,,0,0.2429256,0.3541448135,0,0,30,2,8,0.2666666667,0,0,0,0.019,1,0,1560,122,29.6369232,0,1,0,0,0,0,0,7,0,0,0,35.04137,-85.239118,0,35.04137,-85.23912,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,510,1074,TUNNEL BLVD/BELMEADE,S,0,,,,,0,0.1039368,0.1515224359,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1560,122,12.6802896,0,0,0,0,0,0,0,7,0,0,0,35.039327,-85.240055,0,35.039326,-85.240051,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,520,1075,TUNNEL BLVD/SHALLOWFORD,S,0,,,,,0.006923076923,0.1871472,0.2773018648,0,0,30,2,8,0.2666666667,0,0,0,0.038,2,0,1560,124,23.2062528,0,2,0,0,0,0,0,7,0,0,0,35.038385,-85.24012,0,35.03838367,-85.24011912,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,530,1076,TUNNEL BLVD/FRANKS STORE,S,0,,,,,0.006730769231,0.1956816,0.2969624126,0,0,30,2,8,0.2666666667,0,0,0,0.057,3,0,1560,127,24.8515632,0,3,0,0,0,0,0,8,0,0,0,35.036855,-85.240882,0,35.03685971,-85.2408745,0,0,0,,52,52,3
8,Route #8,INBOUND,,Route #8,,,Bus,540,1077,GERMANTOWN/TUNNEL BLVD,S,0,,,,,0,0.217932,0.3463541667,0,0,30,2,9,0.3,0,0,0,0.096,6,0,1560,133,28.984956,0,6,0,0,0,0,0,8,0,0,0,35.03533,-85.2419,0,35.035332,-85.241898,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,550,1078,GERMANTOWN/MENLO,S,0,,,,,0.01615384615,0.109728,0.1809440559,0,0,30,2,9,0.3,0,0,0,0.192,9,4,1560,138,15.142464,0,9,2,0,2,0,0,8,0,0,0,35.033447,-85.24147,0,35.03341283,-85.24148237,0,0,0,,52,52,13
8,Route #8,INBOUND,,Route #8,,,Bus,560,1494,GERMANTOWN/TERRELL,S,0,,,,,0.01692307692,0.0774192,0.129516317,0,0,30,2,9,0.3,0,0,0,0.019,2,0,1560,140,10.838688,0,2,0,0,0,0,0,8,0,0,0,35.032528,-85.241947,0,35.03253063,-85.24194213,0,0,0,,52,52,2
8,Route #8,INBOUND,,Route #8,,,Bus,570,1079,GERMANTOWN/RIDGESIDE,S,0,,,,,0.008269230769,0.1755648,0.3020979021,0,0,30,2,9,0.3,0,0,0,0.057,4,0,1560,144,25.2813312,0,4,0,0,0,0,0,9,0,0,0,35.031925,-85.242233,0,35.03192223,-85.24223288,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,580,1080,GERMANTOWN/ROGERS ROAD,S,0,,,,,0,0.4440936,0.7641608392,0,0,30,2,9,0.3,0,0,0,0,0,0,1560,144,63.9494784,0,0,0,0,0,0,0,9,0,0,0,35.030485,-85.243012,0,35.030483,-85.243011,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,590,1082,GERMANTOWN/MONTVIEW,S,0,,,,,0,0.2228088,0.3833916084,0,0,30,2,9,0.3,0,0,0,0.038,4,4,1560,144,32.0844672,0,4,4,0,0,0,0,9,0,0,0,35.02683,-85.244998,0,35.026829,-85.244995,0,0,0,,52,52,1
8,Route #8,INBOUND,,Route #8,,,Bus,600,100066,Bra Germ,X,-1,,,,,,,,0,0,30,2,9,0.3,0,0,0,0,0,0,1560,144,,0,0,0,0,0,0,0,9,,,,35.024348,-85.246812,0,35.02495504,-85.24608875,0,0,,,52,52,310
8,Route #8,INBOUND,,Route #8,,,Bus,610,1551,GERMANTOWN/BRAINERD RD (CAR WASH),W,0,,,,,,,,0,1,30,1,5,0.1666666667,0,0,0,0.73,0,79,1560,65,,0,16,54,1,11,0,0,4,0,0,0,35.025027,-85.246048,0,35.02512678,-85.24599396,0,0,0,,52,52,40
8,Route #8,OUTBOUND,,Route #8,,,Bus,470,100066,Bra Germ,X,-1,,,,,,,,0,0,30,1,5,0.1666666667,0,0,0,0,0,0,1560,73,,0,0,0,0,0,0,0,4,,,,35.024348,-85.246812,0,35.0248249,-85.24737915,0,0,,,52,52,243
8,Route #8,OUTBOUND,,Route #8,,,Bus,530,1551,GERMANTOWN/BRAINERD RD (CAR WASH),W,0,,,,,,0.1517904,0.1451048951,0,0,30,1,5,0.1666666667,0,0,0,0.076,7,0,1560,80,12.143232,0,7,3,0,0,0,0,5,0,0,0,35.025027,-85.246048,0,35.02476306,-85.24618525,0,0,0,,52,52,105
8,Route #8,OUTBOUND,,Route #8,,,Bus,540,971,BRAINERD/GERMANTOWN,W,0,,,,,0.3192857143,0.231648,0.3238636364,0,0,30,2,8,0.2666666667,0,0,0,0.48,48,11,1560,117,27.102816,0,37,21,0,5,0,0,7,0,0,0,35.024347,-85.246812,0,35.0244025,-85.2468829,0,0,0,,52,52,29
8,Route #8,OUTBOUND,,Route #8,,,Bus,550,972,BRAINERD RD/TUNNEL BLVD,N,0,,,,,0.01384615385,0.9093239077,1.320388986,0,0,30,2,8,0.2666666667,0,0,0,0.153,8,4,1560,121,110.4979248,0,2,3,0,1,0,0,7,0,0,0,35.025717,-85.248528,0,35.02571783,-85.24852665,0,0,0,,52,52,1
8,Route #8,OUTBOUND,,Route #8,,,Bus,560,1733,TUNNEL/MONTVIEW DRIVE,N,0,,,,,0,0.3453384,0.4291666667,0,0,30,2,3,0.1,0,0,0,0,0,0,60,4,1.3813536,0,0,0,0,0,0,0,6,0,0,0,35.027498,-85.24767,0,35.027496,-85.247673,0,0,0,,2,2,1
8,Route #8,OUTBOUND,,Route #8,,,Bus,570,1734,TUNNEL/RIDGEVALE AVENUE,N,0,,,,,0,0.2740152,0.340530303,0,0,30,2,3,0.1,0,0,0,0,0,0,60,4,1.0960608,0,0,0,0,0,0,0,6,0,0,0,35.030375,-85.246287,0,35.030376,-85.246284,0,0,0,,2,2,1
8,Route #8,OUTBOUND,,Route #8,,,Bus,580,1735,TUNNEL/RIDGSIDE ROAD,E,0,,,,,0,0.6074664,0.7549242424,0,0,30,2,3,0.1,0,0,0,0,0,0,60,4,2.4298656,0,0,0,0,0,0,0,6,0,0,0,35.032623,-85.245063,0,35.032623,-85.245064,0,0,0,,2,2,0
8,Route #8,OUTBOUND,,Route #8,,,Bus,590,1832,TUNNEL BLVD/MAY STREET,N,0,,,,,0,0.158496,0.196969697,0,0,30,2,3,0.1,0,0,0,0,0,0,60,4,0.633984,0,0,0,0,0,0,0,6,0,0,0,35.036542,-85.240926,0,35.036541,-85.240929,0,0,0,,2,2,1
8,Route #8,OUTBOUND,,Route #8,,,Bus,600,1489,GERMANTOWN/ROGERS ROAD,N,0,,,,,,0.195072,0.2836363636,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1500,117,22.823424,0,0,0,0,0,0,0,7,0,0,0,35.03022,-85.243092,0,,,0,0,0,,50,50,
8,Route #8,OUTBOUND,,Route #8,,,Bus,610,1033,GREMANTOWN/RIDGESIDE,N,0,,,,,,0.0880872,0.1280795455,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1500,117,10.3062024,0,0,0,0,0,0,0,7,0,0,0,35.031757,-85.242202,0,,,0,0,0,,50,50,
8,Route #8,OUTBOUND,,Route #8,,,Bus,620,1034,GERMANTOWN/TERRELL,N,0,,,,,,0.1133856,0.1648636364,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1500,117,13.2661152,0,0,0,0,0,0,0,7,0,0,0,35.032402,-85.241883,0,,,0,0,0,,50,50,
8,Route #8,OUTBOUND,,Route #8,,,Bus,630,1035,GERMANTOWN/MENLO,N,0,,,,,,0.4133088,0.6009545455,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1500,117,48.3571296,0,0,0,0,0,0,0,7,0,0,0,35.033303,-85.24147,0,,,0,0,0,,50,50,
8,Route #8,OUTBOUND,,Route #8,,,Bus,640,1036,TUNNEL BLVD/MAY,N,0,,,,,0.0084,0.1594104,0.2317840909,0,0,30,2,8,0.2666666667,0,0,0,0.06,2,2,1500,117,18.6510168,0,2,1,0,1,0,0,7,0,0,0,35.036625,-85.24101,0,35.03662408,-85.24100948,0,0,0,,50,50,0
8,Route #8,OUTBOUND,,Route #8,,,Bus,650,100214,TunShall,X,-1,,,,,0.3773076923,,,0,0,30,2,8,0.2666666667,0,0,0,0,0,0,1560,121,,0,0,0,0,0,0,0,7,,,,35.037827,-85.240299,0,35.03862488,-85.24001785,0,0,,,52,52,303
8,Route #8,OUTBOUND,,Route #8,,,Bus,660,1843,TUNNEL BLVD/SHALLOWFORD,N,0,,,,,0.005192307692,0.1773936,0.2522508741,0,0,30,2,8,0.2666666667,0,0,0,0.038,0,2,1560,119,21.1098384,0,0,1,0,1,0,0,7,0,0,0,35.037827,-85.240299,0,35.03783102,-85.24028944,0,0,0,,52,52,3
8,Route #8,OUTBOUND,,Route #8,,,Bus,670,1038,TUNNEL BLVD/BELMEADE,N,0,,,,,0,0.2770632,0.3906687063,0,0,30,2,8,0.2666666667,0,0,0,0.057,1,2,1560,118,32.6934576,0,1,2,0,0,0,0,7,0,0,0,35.039125,-85.239738,0,35.039124,-85.239738,0,0,0,,52,52,0
8,Route #8,OUTBOUND,,Route #8,,,Bus,680,1039,TUNNEL BLVD/LASALLE,N,0,,,,,0.01096153846,0.1380744,0.1930397727,0,0,30,2,7,0.2333333333,0,0,0,0.019,0,1,1560,117,16.1547048,0,0,1,0,0,0,0,7,0,0,0,35.041255,-85.239007,0,35.04124125,-85.23901775,0,0,0,,52,52,6
8,Route #8,OUTBOUND,,Route #8,,,Bus,690,1040,TUNNEL BLVD/HOYT,N,0,,,,,0.006730769231,0.14478,0.1937645688,0,0,30,2,7,0.2333333333,0,0,0,0.076,0,5,1560,112,16.21536,0,0,1,0,4,0,0,7,0,0,0,35.04232,-85.23861,0,35.04232252,-85.23861356,0,0,0,,52,52,1
8,Route #8,OUTBOUND,,Route #8,,,Bus,700,1041,TUNNEL BLVD/THROUGH,N,0,,,,,0.02653846154,0.291084,0.3686990093,0,0,30,2,6,0.2,0,0,0,0.038,3,9,1560,106,30.854904,0,3,9,0,0,0,0,6,0,0,0,35.043397,-85.238022,0,35.04339902,-85.23802258,0,0,0,,52,52,1
8,Route #8,OUTBOUND,,Route #8,,,Bus,710,1042,TUNNEL BLVD/JONES,N,0,,,,,0,0.1038078462,0.1301937646,0,0,30,2,6,0.2,0,0,0,0.019,0,1,1560,105,10.8953808,0,0,1,0,0,0,0,6,0,0,0,35.0459,-85.237623,0,35.045898,-85.237625,0,0,0,,52,52,1
8,Route #8,OUTBOUND,,Route #8,,,Bus,720,1490,TUNNEL/WILCOX,N,0,,,,,0.003,0.1185672,0.1488219697,0,0,30,2,6,0.2,0,0,0,0.04,1,1,1500,101,11.9752872,0,1,1,0,0,0,0,6,0,0,0,35.046753,-85.237402,0,35.04674444,-85.2374072,0,0,0,,50,50,3
8,Route #8,OUTBOUND,,Route #8,,,Bus,730,1842,WILCOX/TUNNEL,W,0,,,,,0.01634615385,0.1734312,0.2093130828,0,0,30,1,5,0.1666666667,0,0,0,0.076,2,6,1560,101,17.5165512,0,2,3,0,2,0,0,6,0,0,0,35.047401,-85.238036,0,35.04739537,-85.23801633,0,0,0,,52,52,6
8,Route #8,OUTBOUND,,Route #8,,,Bus,740,677,WILCOX/MOSS,W,0,,,,,0.0125,0.27432,0.3277972028,0,0,30,1,6,0.2,0,0,0,0.057,1,2,1560,100,27.432,0,1,0,0,1,0,0,6,0,0,0,35.047978,-85.239722,0,35.04797804,-85.239723,0,0,0,,52,52,0
8,Route #8,OUTBOUND,,Route #8,,,Bus,760,100071,WilGre-1,X,-1,,,,,0.26,,,0,0,30,1,6,0.2,0,0,0,0,0,0,1560,100,,0,0,0,0,0,0,0,6,0,7,45,35.0481,-85.24276,0,35.048215,-85.24288044,0,0,0.865,,52,52,55
8,Route #8,OUTBOUND,,Route #8,,,Bus,770,679,WILCOX/GREENWOOD,W,0,,,,,0,2.657856,2.477272727,0,0,30,1,6,0.2,0,0,0,0.076,0,7,1560,93,7.973568,0,0,6,0,1,0,0,5,0,0,0,35.048088,-85.242662,0,35.04809504,-85.24213046,0,0,0,,52,52,159
8,Route #8,OUTBOUND,,Route #8,,,Bus,800,100069,Sho CAR0,X,-1,,,,,,,,0,0,30,1,3,0.1,0,0,0,0,0,0,60,3,,0,0,0,0,0,0,0,5,,,,35.055919,-85.268741,0,35.057331,-85.269218,0,0,,,2,2,535
8,Route #8,OUTBOUND,,Route #8,,,Bus,810,690,SHOLAR/CARTA,N,0,,,,,,,,0,0,30,1,3,0.1,0,0,0,0,0,0,60,3,,0,0,0,0,0,0,0,5,0,0,0,35.055877,-85.268777,0,,,0,0,0,,2,2,
9,Route #9,INBOUND,,Route #9,,,Bus,10,100221,Sta St,X,-1,,,,,,,,0,0,30,1,5,0.15625,0,0,0,0,0,0,3358,207,,0,0,0,0,0,0,0,6,,,,34.98473,-85.28815,0,34.98416062,-85.28747177,0.005323505324,0,,,111,111,290
9,Route #9,INBOUND,,Route #9,,,Bus,20,1710,STATE ST/STATE LINE,W,0,,,,,,0.2060448,0.3402607153,0,0,30,2,8,0.25,0,0,0,0.495,88,0,3358,295,60.783216,0,85,0,1,0,0,0,8,0,0,0,34.98473,-85.28815,0,34.98445875,-85.28783137,0.005323505324,0,0,,111,111,137
9,Route #9,INBOUND,,Route #9,,,Bus,30,1701,WEST GORDON/CHICKAMAUGA,E,0,,,,,0.118,0.172212,0.2892096642,0,0,30,2,8,0.25,0,0,0,0.351,46,41,3358,300,51.6636,2,46,29,0,11,0,0,8,0,0,0,34.984097,-85.286794,0,34.98409869,-85.28684601,0.005323505324,0,0,,111,111,16
9,Route #9,INBOUND,,Route #9,,,Bus,40,1706,ROSSVILLE BLVD/50TH,W,0,,,,,0.0001801801802,0.1130808,0.1873737374,0,0,30,2,8,0.25,0,0,0,0.018,0,4,3358,296,33.4719168,0,0,2,0,2,0,0,8,0,0,0,34.98551,-85.287109,0,34.98551743,-85.28711189,0.005323505324,0,0,,111,111,3
9,Route #9,INBOUND,,Route #9,,,Bus,50,1707,ROSSVILLE BLVD/49TH,W,0,,,,,0.01099099099,0.1618488,0.2772420147,0,0,30,2,8,0.25,0,0,0,0.108,12,2,3358,306,49.5257328,0,12,1,0,1,0,0,9,0,0,0,34.986369,-85.287605,0,34.98633875,-85.28758359,0.005323505324,0,0,,111,111,13
9,Route #9,INBOUND,,Route #9,,,Bus,60,1708,ROSSVILLE BLVD/48TH,W,0,,,,,0,0.1679448,0.2876842752,0,0,30,2,8,0.25,0,0,0,0,0,0,3358,306,51.3911088,0,0,0,0,0,0,0,9,0,0,0,34.987595,-85.288448,0,34.987595,-85.288445,0.005323505324,0,0,,111,111,1
9,Route #9,INBOUND,,Route #9,,,Bus,70,1142,DODDS/47TH,N,0,,,,,0.0007207207207,0.1042416,0.1808968059,0,0,30,2,8,0.25,0,0,0,0.027,4,0,3358,310,32.314896,0,4,0,0,0,0,0,9,0,0,0,34.988827,-85.287787,0,34.98882721,-85.28778855,0.005323505324,0,0,,111,111,0
9,Route #9,INBOUND,,Route #9,,,Bus,80,1143,DODDS/46TH,N,0,,,,,0.000990990991,0.1024128,0.176003276,0,0,30,2,8,0.25,0,0,0,0.018,0,3,3358,307,31.4407296,0,0,2,0,1,0,0,9,0,0,0,34.989685,-85.287327,0,34.9896861,-85.28733093,0.005323505324,0,0,,111,111,1
9,Route #9,INBOUND,,Route #9,,,Bus,90,1144,DODDS/45TH,N,0,,,,,0.004774774775,0.108204,0.188984439,0,0,30,2,8,0.25,0,0,0,0.045,5,0,3358,312,33.759648,0,5,0,0,0,0,0,9,0,0,0,34.990385,-85.286612,0,34.99039122,-85.28662464,0.005323505324,0,0,,111,111,4
9,Route #9,INBOUND,,Route #9,,,Bus,100,1145,DODDS/44TH,N,0,,,,,0.01409090909,0.1682496,0.3013923014,0,0,30,2,8,0.25,0,0,0,0.081,9,1,3358,320,53.839872,0,9,1,0,0,0,0,9,0,0,0,34.991255,-85.286468,0,34.99126204,-85.28646611,0.005323505324,0,0,,111,111,3
9,Route #9,INBOUND,,Route #9,,,Bus,110,1146,DODDS/43RD,N,0,,,,,0.001081081081,0.1621536,0.2931954682,0,0,30,2,8,0.25,0,0,0,0.018,3,0,3358,323,52.3756128,0,3,0,0,0,0,0,9,0,0,0,34.992633,-85.28572,0,34.99263503,-85.28572072,0.005323505324,0,0,,111,111,1
9,Route #9,INBOUND,,Route #9,,,Bus,120,1147,DODDS/42ND,N,0,,,,,0.01432432432,0.1664208,0.3046375921,0,0,30,2,8,0.25,0,0,0,0.054,6,2,3358,327,54.4196016,0,6,2,0,0,0,0,9,0,0,0,34.993977,-85.285022,0,34.99398106,-85.28501859,0.005323505324,0,0,,111,111,2
9,Route #9,INBOUND,,Route #9,,,Bus,130,1501,DODDS/41ST,N,0,,,,,0.002342342342,0.239268,0.4420045045,0,0,30,2,8,0.25,0,0,0,0.045,4,1,3358,330,78.95844,0,4,1,0,0,0,0,9,0,0,0,34.995335,-85.284275,0,34.9953362,-85.28427101,0.005323505324,0,0,,111,111,1
9,Route #9,INBOUND,,Route #9,,,Bus,140,1148,DODDS/39TH,N,0,,,,,0.01657657658,0.0957072,0.179480617,0,0,30,3,8,0.25,0,0,0,0.063,8,3,3358,335,32.061912,0,8,3,0,0,0,0,9,0,0,0,34.997235,-85.283242,0,34.99723601,-85.28324115,0.005323505324,0,0,,111,111,0
9,Route #9,INBOUND,,Route #9,,,Bus,150,1149,DODDS/38TH,N,0,,,,,0.01351351351,0.0786384,0.1505528256,0,0,30,3,8,0.25,0,0,0,0.054,7,0,3358,342,26.8943328,0,7,0,0,0,0,0,10,0,0,0,34.998025,-85.282828,0,34.99802786,-85.2828273,0.005323505324,0,0,,111,111,1
9,Route #9,INBOUND,,Route #9,,,Bus,160,1150,DODDS/37TH,N,0,,,,,0.01009009009,0.1825752,0.3526054464,0,0,30,3,8,0.25,0,0,0,0.108,10,7,3358,345,62.988444,0,10,1,0,3,0,0,10,0,0,0,34.998673,-85.282462,0,34.99868787,-85.28245695,0.005323505324,0,0,,111,111,6
9,Route #9,INBOUND,,Route #9,,,Bus,170,1151,DODDS/36TH,N,0,,,,,0.03810810811,0.234696,0.4611486486,0,0,30,3,8,0.25,0,0,0,0.189,19,13,3358,351,82.378296,0,19,4,0,6,0,0,10,0,0,0,35.000215,-85.28197,0,35.00020301,-85.28197245,0.005323505324,0,0,,111,111,4
9,Route #9,INBOUND,,Route #9,,,Bus,180,1152,DODDS/34TH,N,0,,,,,0.01454545455,0.1389888,0.2777641278,0,0,30,3,8,0.25,0,0,0,0.072,8,2,3358,357,49.6190016,0,8,2,0,0,0,0,10,0,0,0,35.002122,-85.28092,0,35.00212786,-85.28091722,0.005323505324,0,0,,111,111,2
9,Route #9,INBOUND,,Route #9,,,Bus,190,1153,DODDS/33RD,N,0,,,,,0.002342342342,0.1405128,0.2863158613,0,0,30,3,8,0.25,0,0,0,0.045,7,0,3358,364,51.1466592,0,7,0,0,0,0,0,10,0,0,0,35.003267,-85.280285,0,35.00326642,-85.28028843,0.005323505324,0,0,,111,111,1
9,Route #9,INBOUND,,Route #9,,,Bus,200,1154,DODDS/32ND,N,0,,,,,0.01693693694,0.1313688,0.2743021431,0,0,30,3,8,0.25,0,0,0,0.126,12,3,3358,373,49.0005624,0,12,3,0,0,0,0,11,0,0,0,35.004403,-85.279665,0,35.00442279,-85.27965118,0.005323505324,0,0,,111,111,8
9,Route #9,INBOUND,,Route #9,,,Bus,210,1155,DODDS/31ST,N,0,,,,,0.03846846847,0.1359408,0.2906975157,0,0,30,3,8,0.25,0,0,0,0.153,18,9,3358,382,51.9293856,0,18,8,0,0,0,0,11,0,0,0,35.005492,-85.279077,0,35.00550897,-85.27906631,0.005323505324,0,0,,111,111,7
9,Route #9,INBOUND,,Route #9,,,Bus,220,1156,DODDS/30TH,N,0,,,,,0.01927927928,0.140208,0.3076713077,0,0,30,3,8,0.25,0,0,0,0.099,12,2,3358,392,54.961536,0,12,2,0,0,0,0,11,0,0,0,35.006605,-85.278473,0,35.00661581,-85.27846487,0.005323505324,0,0,,111,111,5
9,Route #9,INBOUND,,Route #9,,,Bus,230,1157,DODDS/29TH,N,0,,,,,0.001545454545,0.1917192,0.4239267677,0,0,30,3,8,0.25,0,0,0,0.027,3,0,3358,395,75.729084,0,3,0,0,0,0,0,11,0,0,0,35.007753,-85.277837,0,35.00775403,-85.27783805,0.005323505324,0,0,,111,111,0
9,Route #9,INBOUND,,Route #9,,,Bus,240,1502,28TH/DODDS,W,0,,,,,0.008018018018,0.5739384,1.281935913,0,0,30,3,9,0.28125,0,0,0,0.072,10,6,3358,399,229.0014216,0,10,2,0,0,0,0,11,0,0,0,35.009223,-85.277392,0,35.00922637,-85.27739569,0.005323505324,0,0,,111,111,2
9,Route #9,INBOUND,,Route #9,,,Bus,250,1159,28TH/4TH AVE,N,0,,,,,0.006513761468,0.1807464,0.4067465192,0,0,30,3,9,0.28125,0,0,0,0.054,5,2,3358,402,72.6600528,0,5,2,0,0,0,0,11,0,0,0,35.011237,-85.283147,0,35.01124126,-85.28314278,0.005323505324,0,0,,111,111,2
9,Route #9,INBOUND,,Route #9,,,Bus,260,100028,4thAFou1,X,-1,,,,,0.7525225225,,,0,0,30,3,9,0.28125,0,0,0,0,0,0,3358,402,,0,0,0,0,0,0,0,11,0,27,84,35.01283,-85.28235,0,35.01341143,-85.28210005,0.005323505324,0,0.757,,111,111,225
9,Route #9,INBOUND,,Route #9,,,Bus,270,1161,4TH AVE/FOUST,N,0,,,,,0.1161261261,0.0978408,0.2503020066,0,0,30,4,10,0.3125,0,0,0,0.306,57,2,3358,457,44.7132456,0,57,2,0,0,0,0,13,0,0,0,35.012743,-85.282447,0,35.01278222,-85.28242706,0.005323505324,0,0,,111,111,16
