ROUTE_NUMBER,ROUTE_NAME,DIRECTION_NAME,DIRECTION_NAME_ALT,SERVICE_CODE,SERVICE_TYPE,SERVICE_CLASS,SERVICE_MODE,SORT_ORDER,STOP_ID,STOP,TRAVEL_DIRECTION,TIMEPOINT,CITY,COUNTY,TAZ,CENSUS_TRACT,AVG_DWELL_TIME,AVG_SEGMENT_MILES,AVG_PASSENGER_MILES,AVG_PASSENGERS_ON,AVG_PASSENGERS_OFF,AVG_VEHICLE_SEATS,AVG_LOAD,MAX_LOAD,MAX_LOAD_P,AVG_WHEELCHAIR,AVG_BICYCLE,AVG_KNEEL,AVG_SERVICED,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,SUM_VEHICLE_SEATS,SUM_LOAD,SUM_PASSENGER_MILES,SUM_WHEELCHAIR,SUM_FON,SUM_FOFF,SUM_RON,SUM_ROFF,SUM_BICYCLE,SUM_KNEEL,AVG_LOAD_P,TRIPS_EARLY,TRIPS_LATE,TRIPS_ONTIME,Latitude,Longitude,SUM_TRAFFIC_PRIORITY,LAT_ACTUAL,LON_ACTUAL,LOAD_DURATION_ALT,LOAD_DURATION,ONTIME,STOP_KEY,TRIPS_COUNT,TRIPS_GROSS,ACTUAL_DIST
10.1,Route #10A,INBOUND,,Route #10,,,Bus,260,220,WILSON/BRADT,W,0,,,,,0,0.0673608,0.1383069829,0,0,30,3,10,0.3125,0,0,0,0.13,2,1,696,76,5.1194208,0,2,0,0,1,0,0,10,0,0,0,35.051797,-85.263977,0,35.051796,-85.263977,0,0,0,,23,23,0
10.1,Route #10A,INBOUND,,Route #10,,,Bus,270,311,WILSON/ROANOKE,W,0,,,,,0.009523809524,0.1908048,0.3917654809,0,0,30,3,10,0.3125,0,0,0,0,0,0,696,76,14.5011648,0,0,0,0,0,0,0,10,0,0,0,35.052095,-85.264613,0,35.05209414,-85.26461257,0,0,0,,23,23,0
10.1,Route #10A,INBOUND,,Route #10,,,Bus,280,259,ROANOKE/COOLEY,S,0,,,,,0.02505263158,0.102108,0.1844540769,0,0,30,2,12,0.375,0,0,0,0.061,7,1,2936,282,28.794456,0,7,1,0,0,0,0,9,0,0,0,35.050723,-85.265757,0,35.05071907,-85.26574728,0,0,0,,97,97,3
10.1,Route #10A,INBOUND,,Route #10,,,Bus,290,260,ROANOKE/PORTLAND,S,0,,,,,0.07135416667,0.2020824,0.3898840206,0,0,30,3,17,0.53125,0,0,0,0.268,38,7,2936,313,60.8633784,0,38,4,0,4,0,0,10,0,0,0,35.049877,-85.26606,0,35.04986374,-85.2660635,0,0,0,,97,97,5
10.1,Route #10A,INBOUND,,Route #10,,,Bus,300,261,OKNOB/957,W,0,,,,,0.008275862069,0.1167384,0.2925694444,0,0,30,4,16,0.5,0,0,0,0.133,5,1,906,121,14.1253464,0,5,0,0,1,0,0,13,0,0,0,35.04942,-85.267188,0,35.04940997,-85.26720245,0,0,0,,30,30,6
10.1,Route #10A,INBOUND,,Route #10,,,Bus,310,262,OKNOB/MILNE,S,0,,,,,0.03458333333,0.16002,0.3331478444,0,0,30,3,16,0.5,0,0,0,0.123,12,4,2936,325,52.0065,0,12,2,0,2,0,0,11,0,0,0,35.04863,-85.267967,0,35.04862115,-85.26797171,0,0,0,,97,97,4
10.1,Route #10A,INBOUND,,Route #10,,,Bus,320,263,OKNOB/CARSON,S,0,,,,,0.02364583333,0.1420368,0.29934786,0,0,30,3,16,0.5,0,0,0,0.154,11,7,2936,329,46.7301072,0,11,6,0,2,0,0,11,0,0,0,35.047307,-85.268682,0,35.04729555,-85.26869089,0,0,0,,97,97,5
10.1,Route #10A,INBOUND,,Route #10,,,Bus,330,264,OKNOB/CITICO,S,0,,,,,0.023125,0.1588008,0.3438339581,0,0,30,3,16,0.5,0,0,0,0.134,14,5,2936,338,53.6746704,0,14,2,0,4,0,0,11,0,0,0,35.046142,-85.269318,0,35.04613147,-85.2693224,0,0,0,,97,97,4
10.1,Route #10A,INBOUND,,Route #10,,,Bus,340,265,OKNOB/JACKSON,S,0,,,,,0,0.1807464,0.3994552484,0,0,30,3,16,0.5,0,0,0,0.103,19,12,2936,345,62.357508,1,19,12,0,0,0,0,11,0,0,0,35.044827,-85.270017,0,35.044827,-85.27002,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,350,266,OKNOB/CLEVELAND,S,0,,,,,0.8072631579,0.0896112,0.2112464855,0,0,30,3,16,0.5,0,0,0,0.288,37,14,2936,368,32.9769216,0,36,12,1,2,0,0,12,0,0,0,35.043352,-85.270812,0,35.04339408,-85.27079656,0,0,0,,97,97,16
10.1,Route #10A,INBOUND,,Route #10,,,Bus,360,1584,ORCHARD KNOB/BLACKFORD,S,0,,,,,0,0.1789176,0.4240666979,0,0,30,3,16,0.5,0,0,0,0.041,5,3,2936,370,66.199512,0,5,4,0,0,0,0,12,0,0,0,35.042605,-85.271177,0,35.042606,-85.271179,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,370,100014,OKb 3 1,X,-1,,,,,0.5402083333,,,0,0,30,3,16,0.5,0,0,0,0,0,0,2936,370,,0,0,0,0,0,0,0,12,1,10,85,35.040993,-85.27204,0,35.04130974,-85.27302679,0,0,0.885,,97,97,317
10.1,Route #10A,INBOUND,,Route #10,,,Bus,380,1583,ORCHARD KNOB/3RD,S,0,,,,,0.2414583333,0.132588,0.3227507029,0,0,30,3,16,0.5,0,0,0,0.113,15,5,2936,380,50.38344,1,15,4,0,1,0,0,12,0,0,0,35.041147,-85.271957,0,35.04115695,-85.27194713,0,0,0,,97,97,5
10.1,Route #10A,INBOUND,,Route #10,,,Bus,390,269,3RD/HAWTHORNE,N,0,,,,,0.02541666667,0.33528,0.8483676976,0,0,30,4,17,0.53125,0,0,0,0.123,16,1,2936,395,132.4356,0,15,1,1,0,0,0,13,0,0,0,35.04135,-85.273228,0,35.04135517,-85.273229,0,0,0,,97,97,2
10.1,Route #10A,INBOUND,,Route #10,,,Bus,400,270,3RD/HOLLY,W,0,,,,,0.01020833333,0.1999488,0.5046547954,0,0,30,4,17,0.53125,0,0,0,0.092,7,8,2936,394,78.7798272,0,7,2,0,1,0,0,13,0,0,0,35.042693,-85.27647,0,35.04269198,-85.27646799,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,410,271,3RD/DIAG CLINIC,W,0,,,,,0.0046875,0.1161288,0.2923559044,0,0,30,4,17,0.53125,0,0,0,0.01,1,2,2936,393,45.6386184,0,1,1,0,1,0,0,13,0,0,0,35.043417,-85.278473,0,35.04341927,-85.27847745,0,0,0,,97,97,2
10.1,Route #10A,INBOUND,,Route #10,,,Bus,420,272,3RD/HOLTZCLAW,W,0,,,,,0.1176041667,0.4372811629,0.998418463,0,0,30,4,17,0.53125,0,0,0,0.195,21,10,2936,404,155.85948,0,21,5,0,2,0,0,13,0,0,0,35.043718,-85.279648,0,35.04372116,-85.27964781,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,430,273,3RD/FIELD HOUSE,W,0,,,,,0.0424137931,0.4504944,1.660883838,0,0,30,5,16,0.5,0,0,0,0.233,8,1,906,178,80.1880032,0,7,1,1,0,0,0,19,0,0,0,35.04429,-85.280745,0,35.04427662,-85.28075745,0,0,0,,30,30,6
10.1,Route #10A,INBOUND,,Route #10,,,Bus,440,274,3RD/SCRUGGS,W,0,,,,,0,0.128016,0.3370431115,0,0,30,4,16,0.5,0,0,0,0.041,2,2,2936,411,52.614576,0,2,0,0,2,0,0,13,0,0,0,35.045888,-85.285212,0,35.045887,-85.28521,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,450,275,3RD/ONEAL,W,0,,,,,0.08083333333,0.126492,0.3330306935,0,0,30,4,16,0.5,0,0,0,0.185,19,19,2936,411,51.988212,3,18,11,1,3,0,0,13,0,0,0,35.046392,-85.286468,0,35.0463972,-85.28649424,0,0,0,,97,97,8
10.1,Route #10A,INBOUND,,Route #10,,,Bus,460,276,3RD/CENTRAL,W,0,,,,,0.01520833333,0.2627376,0.6883747266,0,0,30,4,16,0.5,0,0,0,0.103,7,9,2936,409,107.4596784,0,7,7,0,3,0,0,13,0,0,0,35.046842,-85.28774,0,35.04684432,-85.28775553,0,0,0,,97,97,5
10.1,Route #10A,INBOUND,,Route #10,,,Bus,470,277,3RD/WIEHL,W,0,,,,,0.04395833333,0.1328928,0.3430724774,0,0,30,4,16,0.5,0,0,0,0.195,17,23,2936,403,53.5557984,1,17,11,0,6,0,0,13,0,0,0,35.047818,-85.290362,0,35.04780276,-85.2903377,0,0,0,,97,97,9
10.1,Route #10A,INBOUND,,Route #10,,,Bus,480,278,3RD/HAMPTON,W,0,,,,,0.1019791667,0.1307592,0.3484536082,0,0,30,4,14,0.4375,0,0,0,0.309,36,23,2936,416,54.3958272,0,36,9,0,4,0,0,14,0,0,0,35.048288,-85.291697,0,35.04828148,-85.29168796,0,0,0,,97,97,4
10.1,Route #10A,INBOUND,,Route #10,,,Bus,490,279,3RD/PALMETTO,W,0,,,,,0.01697916667,0.1484376,0.3841533896,0,0,30,4,14,0.4375,0,0,0,0.061,0,12,2936,404,59.9687904,1,0,2,0,4,0,0,13,0,0,0,35.048733,-85.293017,0,35.04873394,-85.29301497,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,500,280,3RD/COLLINS,W,0,,,,,0.010625,0.3775937814,0.8854810997,0,0,30,4,14,0.4375,0,0,0,0.072,0,10,2936,394,138.2292384,0,0,9,0,4,0,0,13,0,0,0,35.049535,-85.29432,0,35.04953093,-85.29431287,0,0,0,,97,97,3
10.1,Route #10A,INBOUND,,Route #10,,,Bus,510,281,3RD/CSAS,W,0,,,,,0.001724137931,0.408432,1.252020202,0,0,30,4,14,0.4375,0,0,0,0,0,0,906,148,60.447936,0,0,0,0,0,0,0,16,0,0,0,35.049897,-85.295305,0,35.04989745,-85.29530748,0,0,0,,30,30,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,520,282,3RD/MABEL,E,0,,,,,0,0.2066544,0.5202553889,0,0,30,4,14,0.4375,0,0,0,0.01,0,1,2936,393,81.2151792,0,0,1,0,0,0,0,13,0,0,0,35.051288,-85.299295,0,35.051289,-85.299294,0,0,0,,97,97,0
10.1,Route #10A,INBOUND,,Route #10,,,Bus,530,283,3RD/HOUSTON,N,0,,,,,0,0.1322832,0.333024836,0,0,30,4,14,0.4375,0,0,0,0,0,0,2936,393,51.9872976,0,0,0,0,0,0,0,13,0,0,0,35.051912,-85.301298,0,35.05191,-85.3013,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,540,284,3RD/LINDSAY,W,0,,,,,0.0005208333333,0.283464,0.7136246485,0,0,30,4,14,0.4375,0,0,0,0,0,0,2936,393,111.401352,0,0,0,0,0,0,0,13,0,0,0,35.052515,-85.302427,0,35.05251344,-85.30243083,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,550,285,3RD/HIGH,W,0,,,,,0.0015625,0.1895856,0.4784989066,0,0,30,4,14,0.4375,0,0,0,0.01,1,0,2936,394,74.6967264,0,1,0,0,0,0,0,13,0,0,0,35.053513,-85.305272,0,35.053513,-85.30527603,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,560,286,3RD/WALNUT,W,0,,,,,0.0021875,0.2437897237,0.5486722899,0,0,30,3,14,0.4375,0,0,0,0.103,2,18,2936,378,85.6512384,0,2,10,0,1,0,0,12,0,0,0,35.053568,-85.307337,0,35.05357095,-85.30733667,0,0,0,,97,97,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,570,287,3RD/CHERRY,W,0,,,,,0.0424137931,0.2109216,0.5941414141,0,0,30,4,14,0.4375,0,0,0,0.166,1,13,906,136,28.6853376,0,2,4,0,3,0,0,15,0,0,0,35.053548,-85.308418,0,35.05354686,-85.30845617,0,0,0,,30,30,11
10.1,Route #10A,INBOUND,,Route #10,,,Bus,580,100133,Mkt 4th,X,-1,,,,,2.017777778,,,0,0,30,3,14,0.4375,0,0,0,0,0,0,2936,366,,0,0,0,0,0,0,0,12,7,8,81,35.05266,-85.309722,0,35.05241198,-85.30846659,0,0,0.844,,97,97,386
10.1,Route #10A,INBOUND,,Route #10,,,Bus,590,1351,MARKET/4TH,N,0,,,,,0.6574074074,0.2343912,0.4585086981,0,0,30,2,7,0.21875,0,0,0,0.422,5,96,2936,275,19.923252,3,5,63,0,22,0,0,9,0,0,0,35.052658,-85.309722,0,35.0526982,-85.30968999,0,0,0,,97,97,18
10.1,Route #10A,INBOUND,,Route #10,,,Bus,600,12,MARKET/FAMILY DOLLAR,S,0,,,,,0.07192307692,0.211836,0.2876332772,0,1,30,2,6,0.1875,0,0,0,0.629,2,28,812,59,12.498324,1,2,18,0,16,0,0,7,0,0,0,35.050703,-85.309532,0,35.05066288,-85.30957581,0,0,0,,27,27,20
10.1,Route #10A,INBOUND,,Route #10,,,Bus,610,1555,MARKET/6TH,W,0,,,,,0.04269230769,0.0786384,0.09591750842,0,0,30,1,5,0.15625,0,0,0,0.222,2,8,812,53,4.1678352,0,2,3,0,5,0,0,6,0,0,0,35.048828,-85.309547,0,35.04879269,-85.30954773,0,0,0,,27,27,13
10.1,Route #10A,INBOUND,,Route #10,,,Bus,620,1579,MARKET/FIRST TENNESSEE BANK(7TH),S,0,,,,,0.03153846154,0.2420112,0.2617704826,0,0,30,1,5,0.15625,0,0,0,0.222,0,6,812,47,11.3745264,0,0,6,0,0,0,0,5,0,0,0,35.04812,-85.309547,0,35.04812331,-85.30953858,0,0,0,,27,27,3
10.1,Route #10A,INBOUND,,Route #10,,,Bus,630,1354,MARKET/M.L.KING BLVD,S,0,,,,,0.07692307692,0.0673608,0.06665965208,0,0,30,1,4,0.125,0,0,0,0.148,0,4,812,43,2.8965144,0,0,4,0,2,0,0,5,0,0,0,35.045983,-85.309515,0,35.04592777,-85.30950996,0,0,0,,27,27,20
10.1,Route #10A,INBOUND,,Route #10,,,Bus,640,1353,MARKET/EPB,S,0,,,,,0.065,0.1475232,0.125617284,0,0,30,1,4,0.125,0,0,0,0.148,1,7,812,37,5.4583584,0,1,9,0,3,0,0,4,0,0,0,35.045383,-85.309452,0,35.04536115,-85.30945838,0,0,0,,27,27,8
10.1,Route #10A,INBOUND,,Route #10,,,Bus,650,17,MARKET/11TH,S,0,,,,,0.003076923077,0.0874776,0.07247474747,0,0,30,1,4,0.125,0,0,0,0.037,0,1,812,36,3.1491936,0,0,1,0,0,0,0,4,0,0,0,35.04425,-85.309435,0,35.04424415,-85.30943269,0,0,0,,27,27,2
10.1,Route #10A,INBOUND,,Route #10,,,Bus,660,742,MARKET/TVA,S,0,,,,,0,0.199644,0.1608094837,0,0,30,1,4,0.125,0,0,0,0.037,0,1,812,35,6.98754,0,0,0,0,1,0,0,4,0,0,0,35.043472,-85.309435,0,35.043472,-85.309433,0,0,0,,27,27,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,670,805,HOUSTON/WAREHOUSE ROW,E,0,,,,,0.006538461538,0.1801368,0.1450968013,0,0,30,1,4,0.125,0,0,0,0,0,0,812,35,6.304788,0,0,0,0,0,0,0,4,0,0,0,35.042185,-85.308418,0,35.04217935,-85.30841946,0,0,0,,27,27,2
10.1,Route #10A,INBOUND,,Route #10,,,Bus,680,806,HOUSTON/11TH,N,0,,,,,0,0.118872,0.09574915825,0,0,30,1,4,0.125,0,0,0,0,0,0,812,35,4.16052,0,0,0,0,0,0,0,4,0,0,0,35.042653,-85.306685,0,35.042652,-85.306686,0,0,0,,27,27,0
10.1,Route #10A,INBOUND,,Route #10,,,Bus,690,807,HOUSTON/10TH,S,0,,,,,0,0.1237488,0.09967732884,0,0,30,1,4,0.125,0,0,0,0,0,0,812,35,4.331208,0,0,0,0,0,0,0,4,0,0,0,35.04363,-85.306208,0,35.043629,-85.306206,0,0,0,,27,27,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,700,1475,HOUSTON/M.L. KING BLVD,N,0,,,,,0.2313043478,2.9788104,2.33082211,0,0,30,1,4,0.125,0,0,0,0.037,0,1,812,34,101.2795536,0,0,1,0,0,0,0,4,0,0,0,35.044533,-85.305637,0,35.04451457,-85.30553178,0,0,0,,27,27,32
10.1,Route #10A,INBOUND,,Route #10,,,Bus,710,505,RIVERSIDE/RIVER PARK,E,0,,,,,0,1.3432536,0.9583122896,0,0,30,1,4,0.125,0,0,0,0.074,0,3,812,31,41.6408616,0,0,3,0,0,0,0,3,0,0,0,35.056017,-85.28108,0,35.056019,-85.281082,0,0,0,,27,27,1
10.1,Route #10A,INBOUND,,Route #10,,,Bus,720,100069,Sho CAR0,X,-1,,,,,,,,0,0,30,1,4,0.125,0,0,0,0,0,0,812,31,,0,0,0,0,0,0,0,3,,,,35.055919,-85.268741,0,35.05604842,-85.26873081,0,0,,,27,27,47
10.1,Route #10A,INBOUND,,Route #10,,,Bus,730,690,SHOLAR/CARTA,N,0,,,,,,,,0,0,30,0,4,0.125,0,0,0,0.185,0,7,812,24,,0,0,1,0,1,0,0,2,0,0,0,35.055877,-85.268777,0,35.05588031,-85.2687675,0,0,0,,27,27,3
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,10,100026,Sho CART,X,-1,,,,,,,,0,0,30,0,0,0,0,0,0,0,0,0,150,0,,0,0,0,0,0,0,0,0,,,,35.056168,-85.268713,0,35.055696,-85.2697802,0,0,,,5,5,363
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,20,354,SHOLAR/CARTA,S,0,,,,,,1.3834872,0.1719318182,0,0,30,0,1,0.03333333333,0,0,0,0.2,1,0,150,1,1.3834872,0,1,0,0,0,0,0,0,0,0,0,35.056167,-85.268713,0,35.0559905,-85.268965,0,0,0,,5,5,99
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,30,505,RIVERSIDE/RIVER PARK,E,0,,,,,0,3.5116008,0.4364015152,0,0,30,0,1,0.03333333333,0,0,0,0,0,0,150,1,3.5116008,0,0,0,0,0,0,0,0,0,0,0,35.056017,-85.28108,0,35.056019,-85.281082,0,0,0,,5,5,1
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,40,100205,Mk1 12th,X,-1,,,,,1.466,,,0,0,30,3,5,0.15625,0,0,0,0,0,0,2482,270,,0,0,0,0,0,0,0,10,,,,35.041943,-85.308778,0,35.04290788,-85.30868944,0,0,,,82,82,353
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,50,1713,HOUSTON/MARKET,W,0,,,,,,0.131064,0.01628787879,0,0,30,0,1,0.03333333333,0,0,0,0,0,0,150,1,0.131064,0,0,0,0,0,0,0,0,0,0,0,35.042,-85.30867,0,,,0,0,0,,5,5,
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,60,145,MARKET/12TH,N,0,,,,,,0.1423416,0.3262199921,0,0,30,3,10,0.3125,0,0,0,0.064,15,0,2332,284,40.4250144,0,15,0,0,0,0,0,12,0,0,0,35.041675,-85.30864,0,35.04239806,-85.30889958,0,0,0,,77,77,275
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,70,1560,MARKET/WAREHOUSE ROW,N,0,,,,,0,0.0896112,0.1935282705,0,0,30,3,10,0.3125,0,0,0,0,0,0,2482,285,25.539192,0,0,0,0,0,0,0,11,0,0,0,35.04288,-85.309102,0,35.042881,-85.309105,0,0,0,,82,82,1
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,80,163,MARKET/11TH  PATTEN TOWERS,N,0,,,,,0.07946666667,0.1938528,0.3819290466,0,0,30,3,10,0.3125,0,0,0,0.524,34,59,2482,260,50.401728,3,34,34,0,36,0,0,10,0,0,0,35.043448,-85.309277,0,35.04348883,-85.30929051,0,0,0,,82,82,15
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,90,164,MARKET/MILLER PK,W,0,,,,,0.07957446809,0.1328928,0.2638396157,0,0,30,3,9,0.28125,0,0,0,0.182,18,16,2482,262,34.8179136,0,18,6,0,8,0,0,10,0,0,0,35.045045,-85.309308,0,35.04506128,-85.30931991,0,0,0,,82,82,7
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,100,165,MARKET/M.L.KING,N,0,,,,,0.01093333333,0.158496,0.3266814486,0,0,30,3,9,0.28125,0,0,0,0.182,16,6,2482,272,43.110912,0,16,1,0,7,0,0,10,0,0,0,35.046062,-85.30934,0,35.04606759,-85.30934767,0,0,0,,82,82,3
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,110,1361,MARKET/8TH - SUNTRUST BANK SHELTER,N,0,,,,,0.06413333333,0.230124,0.6138211382,1,0,30,4,15,0.46875,0,0,0,0.463,117,37,2482,352,81.003648,3,117,34,0,18,0,0,14,0,0,0,35.047342,-85.309403,0,35.04735557,-85.30941705,0,0,0,,82,82,6
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,120,1589,MARKET/6TH - COURTS BUILDING,N,0,,,,,0.6626315789,0.1728216,0.5526468958,1,0,30,5,15,0.46875,0,0,0,0.67,146,76,2482,422,72.9307152,4,146,49,0,30,0,0,17,0,0,0,35.049317,-85.309498,0,35.04927222,-85.30950774,0,0,0,,82,82,17
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,130,166,MARKET/5TH,N,0,,,,,0.1528947368,0.1609344,0.5317073171,0,0,30,5,16,0.5,0,0,0,0.426,38,24,2482,436,70.1673984,0,38,14,0,12,0,0,17,0,0,0,35.05072,-85.309452,0,35.05078143,-85.30947703,0,0,0,,82,82,24
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,140,167,MARKET/4TH,S,0,,,,,0.02328947368,0.2770632,0.9048849778,0,0,30,5,16,0.5,0,0,0,0.134,6,11,2482,431,119.4142392,0,6,4,0,9,0,0,17,0,0,0,35.052122,-85.309547,0,35.05211874,-85.30954925,0,0,0,,82,82,1
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,150,169,4TH/LOOKOUT,E,0,,,,,0.005131578947,0.0886968,0.2883384146,0,0,30,5,16,0.5,0,0,0,0.024,0,2,2482,429,38.0509272,0,0,0,0,3,0,0,17,0,0,0,35.052153,-85.306638,0,35.05215725,-85.30664089,0,0,0,,82,82,2
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,160,170,4TH/HIGH,E,0,,,,,0.007894736842,0.2307336,0.7500762195,0,0,30,5,16,0.5,0,0,0,0.024,1,1,2482,429,98.9847144,0,1,1,0,0,0,0,17,0,0,0,35.052095,-85.305668,0,35.0520958,-85.30566847,0,0,0,,82,82,0
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,170,171,4TH/LINDSAY,W,0,,,,,0.004743589744,0.1533144,0.5181494826,0,0,30,5,16,0.5,0,0,0,0.048,21,4,2482,446,68.3782224,1,21,3,0,1,0,0,17,0,0,0,35.051825,-85.303205,0,35.05182728,-85.30320729,0,0,0,,82,82,1
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,180,172,4TH/HOUSTON,E,0,,,,,0.006296296296,0.1804416,0.6070953437,0,0,30,5,16,0.5,0,0,0,0.109,4,6,2482,444,80.1160704,0,4,3,0,3,0,0,17,0,0,0,35.0513,-85.301885,0,35.05129628,-85.30185744,0,0,0,,82,82,8
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,190,173,4TH/MABEL,E,0,,,,,0.01382716049,0.4642104,1.55479952,0,0,30,5,16,0.5,0,0,0,0.06,2,4,2482,442,205.1809968,1,2,4,0,0,0,0,17,0,0,0,35.050732,-85.300073,0,35.05073316,-85.30007067,0,0,0,,82,82,1
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,200,1360,3RD/CSAS,E,0,,,,,0.001481481481,0.0829056,0.2757945307,0,0,30,5,16,0.5,0,0,0,0.024,0,3,2482,439,36.3955584,0,0,3,0,0,0,0,17,0,0,0,35.049773,-85.295337,0,35.04977117,-85.2953243,0,0,0,,82,82,4
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,210,175,3RD/COLLINS,S,0,,,,,0.004320987654,0.1551432,0.5113982816,0,0,30,5,16,0.5,0,0,0,0.073,1,5,2482,435,67.487292,0,1,6,0,1,0,0,17,0,0,0,35.04963,-85.294607,0,35.04962778,-85.29460825,0,0,0,,82,82,1
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,220,1369,3RD/PALMETTO,E,0,,,,,0.02592592593,0.1213104,0.3805709534,0,0,30,5,16,0.5,0,0,0,0.268,4,25,2482,414,50.2225056,0,4,16,0,10,0,0,16,0,0,0,35.048745,-85.293303,0,35.0487056,-85.29319515,0,0,0,,82,82,35
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,230,176,3RD/HAMPTON,E,0,,,,,0.0750617284,0.1353312,0.4009700665,0,0,30,4,16,0.5,0,0,0,0.28,12,35,2482,391,52.9144992,1,12,28,0,8,0,0,15,0,0,0,35.048327,-85.292078,0,35.0482817,-85.2919646,0,0,0,,82,82,38
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,240,177,3RD/WIEHL,E,0,,,,,0.05024691358,0.2185416,0.6392322616,0,0,30,4,17,0.53125,0,0,0,0.158,10,15,2482,386,84.3570576,1,10,16,0,4,0,0,15,0,0,0,35.047812,-85.290743,0,35.04780891,-85.29072847,0,0,0,,82,82,4
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,250,100105,3rdCent,X,-1,,,,,0.4779012346,,,0,0,30,4,17,0.53125,0,0,0,0,0,0,2482,386,,0,0,0,0,0,0,0,15,,,,35.046871,-85.28839,0,35.04713654,-85.2872856,0,0,,,82,82,344
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,260,178,3RD/CENTRAL,E,0,,,,,0.04419753086,0.1511808,0.4467849224,0,0,30,4,17,0.53125,0,0,0,0.146,13,9,2482,390,58.960512,1,13,9,0,0,0,0,15,0,0,0,35.046953,-85.288567,0,35.04694333,-85.28852889,0,0,0,,82,82,12
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,270,179,3RD/ONEAL,S,0,,,,,0.1537037037,0.6544056,1.919089523,0,0,30,4,17,0.53125,0,0,0,0.402,26,29,2482,387,253.2549672,1,26,20,0,11,0,0,15,0,0,0,35.046392,-85.287057,0,35.04640106,-85.28706486,0,0,0,,82,82,4
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,280,181,3RD/WARNER PARK,E,0,,,,,0.01,0.2505456,0.7138580931,0,0,30,4,17,0.53125,0,0,0,0.207,6,17,2482,376,94.2051456,0,6,14,0,5,0,0,15,0,0,0,35.043972,-85.28054,0,35.04396988,-85.28053127,0,0,0,,82,82,3
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,290,182,3RD/HIGHLAND PARK,S,0,,,,,0.02580246914,0.1261872,0.3518847007,0,0,30,4,16,0.5,0,0,0,0.146,3,11,2482,368,46.4368896,0,3,2,0,9,0,0,14,0,0,0,35.043102,-85.278028,0,35.04310172,-85.27804835,0,0,0,,82,82,6
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,300,183,3RD/HOLLY,E,0,,,,,0.005061728395,0.3179064,0.8551944752,0,0,30,4,15,0.46875,0,0,0,0.134,0,13,2482,355,112.856772,0,0,11,0,3,0,0,14,0,0,0,35.042617,-85.276788,0,35.04260905,-85.27676383,0,0,0,,82,82,8
10.1,Route #10A,OUTBOUND,,Route #10,,,Bus,310,184,3RD/HAWTHORNE,E,0,,,,,0.040625,0.2298192,0.5973346268,0,0,30,4,15,0.46875,0,0,0,0.109,1,13,2482,343,78.8279856,1,1,7,0,6,0,0,13,0,0,0,35.041453,-85.273642,0,35.04145378,-85.27363836,0,0,0,,82,82,1
